noop,ycall-registration-minimal,ycall-deregistration-minimal,fork-simple,fork-ycall,vfork-simple,vfork-ycall
30,6781,7607,38766,43282,11486,14724
30,6548,7668,42307,42266,11419,11316
30,6851,7658,39653,45784,11687,11132
29,6708,7666,37847,42093,11879,11580
29,6602,7648,40486,42603,11621,11011
29,6959,7617,39057,46713,11338,11042
30,5472,7628,37740,41838,11406,11515
31,7602,7611,39066,43350,11440,11289
29,6815,7675,43008,48478,11738,11258
30,6623,7652,40168,45559,10875,11834
28,6925,7577,40418,45094,11137,11717
29,6647,7633,40015,43372,11362,12943
29,6600,7523,43844,48661,11554,11213
29,6898,7661,39385,41763,16717,12851
30,6467,7589,38062,44573,11188,12120
29,6959,7699,38518,45824,11360,16153
31,6718,7598,42620,44513,11345,11821
29,6592,7636,39939,42314,11468,11637
30,6790,7629,37411,45206,11858,12209
30,6587,7602,40771,45664,11987,12561
30,6435,7574,38695,45217,11637,13370
29,6811,7619,40653,41955,11459,12457
30,6324,7739,37264,45802,11438,11953
29,7014,7650,41878,41925,11853,12502
29,6674,7555,38836,50097,11575,12629
29,6454,7587,42060,46429,10993,14271
30,6787,7651,38478,42459,11643,12140
29,6521,7642,42180,41605,11304,12241
30,6781,7691,37585,51737,12396,12058
30,6716,7612,40074,44305,15077,12043
30,6264,7682,44800,43381,11938,12207
30,6628,7601,37122,45180,11609,15794
29,6671,7638,37902,50148,11458,11496
30,6515,7649,41838,47464,12104,11371
30,6045,7643,43300,42180,11739,12582
30,7781,7771,37698,45308,11747,11468
29,6494,7658,36671,44463,11669,11854
30,6753,7671,39669,42898,11224,11766
29,6497,7585,40574,47201,12057,11136
30,6599,7638,37542,41793,11454,12850
30,5852,7549,39711,45411,11428,12904
30,7103,7727,43533,45082,11299,10906
30,5922,7603,36713,44044,11546,11511
30,10626,7659,39587,41555,11943,11498
29,6724,7727,39434,45270,11568,11139
30,6720,7596,46236,48273,16114,11207
30,6624,7666,38818,46096,11380,15567
30,6835,7626,37151,46444,11551,11316
30,6670,7673,39448,50651,12213,11710
30,5610,7560,49344,41615,11609,11926
30,7953,7616,38513,41836,11246,12238
29,6769,7577,38506,45136,11173,11377
29,5733,7621,40061,46227,11590,12619
30,7604,7666,39955,41681,11670,12948
29,6632,7702,36845,41730,11828,11771
29,6897,7600,37446,45470,11425,11714
28,6637,7616,41887,49201,11374,11394
29,6539,7547,40824,41936,11628,11184
30,6657,7555,38701,46347,11391,11588
29,6835,7650,36875,41970,11650,11178
29,5628,7664,41046,46287,14962,11194
29,7685,7544,39442,48187,11257,11517
30,6854,7585,37758,41337,11318,14865
29,6818,7705,36884,42364,11599,11139
29,6633,7705,41017,50924,15255,11935
30,6933,7707,39778,43718,13524,14511
30,5790,7668,37789,42163,13082,11987
29,7353,7580,42106,42140,36156,13165
29,6409,7661,40087,48307,86802,11192
29,6539,7512,38904,42702,22531,11322
30,5642,7583,37931,44637,31526,11670
30,7491,7599,43356,45672,20026,11061
30,6740,7588,37816,45190,24843,11816
29,6544,7605,40138,42517,21465,12163
30,6606,7736,37750,45064,17583,11826
29,6856,7593,39957,46011,16739,11623
30,6635,7555,38535,46426,20200,11702
29,6598,7683,40348,42690,18398,15311
30,6392,10821,40855,45576,17197,11607
29,6674,7700,37222,41472,16283,11644
29,6597,7626,38114,46281,16712,11776
30,6423,7570,39004,45811,16973,13294
29,6544,7595,40698,42946,16383,11860
29,6731,7668,38581,41702,17457,11378
30,6489,7724,37212,45300,16033,12603
30,6494,7646,37250,41966,16429,12937
30,6720,7636,41626,41903,15794,11031
30,6681,7562,37656,42534,20091,11250
30,6616,7785,37399,44932,15999,11171
29,6569,7615,41097,42550,16879,11427
29,5762,7653,37282,42501,17002,11282
29,7440,7569,37510,46397,18663,11582
30,6672,7664,36543,42459,17711,11229
30,6786,7563,41961,42384,16897,18335
29,6535,7644,36706,45739,17551,12826
30,6937,7518,37802,42494,17320,13089
30,6753,7653,37065,42059,16649,11563
29,6761,7627,42017,46595,18645,11784
29,6619,7666,37749,41828,17983,11448
30,6848,7660,37854,41562,18058,11309
30,6445,7631,39484,41980,17619,11287
29,6635,7772,36711,48108,17229,11101
30,6412,7661,36390,42243,17673,11246
30,6790,7621,37942,41953,16698,11466
30,6534,7542,41809,47251,18797,12107
29,6290,7706,37403,44884,16651,11614
30,8878,7678,37572,43864,17550,12029
30,6668,7680,37186,45692,17971,11605
29,6785,7680,41358,42696,16866,15046
29,6919,7620,36982,41942,16946,13288
30,6574,7684,37426,42216,19439,11568
30,6854,7598,37882,45707,16797,11816
29,6754,7682,41916,42084,16258,11977
29,6660,7512,36572,41595,16971,11476
30,7109,7714,37937,46148,15882,12336
29,7191,7719,40964,41869,16471,12363
29,6661,7626,37467,41465,17199,12023
30,6703,7706,37734,46545,18290,11127
30,6993,7577,37404,42259,16427,11367
29,6873,7647,40938,41382,16428,11457
30,6789,7580,37872,42066,16573,11060
29,6886,7637,36932,46254,16601,15538
29,7038,7549,37498,42641,18764,11695
29,6869,7595,40996,41473,15970,14165
29,6593,7700,38991,46489,16869,15349
30,6659,7661,39707,46454,16445,10986
30,6597,7702,40405,44285,16734,11294
30,6831,7673,39755,46241,18954,11721
30,6796,7646,39575,45465,17275,10736
29,6668,7664,38809,47536,16980,11173
29,6654,7694,42613,47467,17176,11793
29,7067,7612,37721,50133,19065,11525
29,6853,7601,37938,45939,16327,11163
30,6719,7672,41189,47051,15965,11316
30,6640,7777,42197,45848,17876,11388
31,6873,7516,37877,44831,17363,11384
29,6718,7549,38933,42126,17307,13749
32,6908,7548,44053,49740,17461,13213
29,6655,7699,37692,42014,18499,12133
29,6932,7632,38483,43708,18260,15262
29,6716,7669,37262,45344,17038,10964
30,6808,7548,42564,43728,18113,11360
30,6629,7660,37590,42036,16648,11479
28,6823,7618,37904,43437,16877,11549
29,6794,7586,41836,45781,17134,12147
30,6639,7629,44499,44013,18803,12100
31,6924,7644,40652,43926,17771,11866
30,6929,7622,41681,47982,16836,11688
29,6681,7660,41597,41986,16318,13619
30,6865,7587,44491,42833,19039,14569
30,6722,7549,41902,47643,19137,11915
30,6967,7676,38519,44876,16459,13418
29,5792,7698,42084,41166,18894,11413
30,8034,7611,40025,42334,19096,12265
30,6746,7670,40410,46685,16271,12347
29,6756,7603,40459,46923,16082,16211
30,5663,7603,42427,42844,17920,11788
29,7657,7623,37880,46477,16382,11999
30,6744,7648,38223,42176,19395,11594
30,6665,7554,40106,42140,19970,11328
30,6755,7655,41336,48691,17153,11969
30,5700,7599,39160,43185,18236,12272
30,7382,7696,40231,42498,16866,11865
30,6830,7560,44511,45196,16688,11817
30,5647,7692,40273,48749,17467,16740
30,7640,7594,38992,41173,16886,13610
30,5548,7566,40350,45627,17754,12520
28,7643,7756,44215,47574,18048,14309
29,6792,7612,38982,46401,17992,11554
29,8777,7607,36578,42249,24010,11337
29,6866,7596,39727,45215,16341,14611
29,6892,7696,42749,41413,17637,13288
29,6514,7555,37059,46481,16351,11371
29,5732,7741,37587,44754,20346,11050
29,7406,7551,40962,44114,16618,11468
30,6635,7609,38851,40720,16696,13620
30,6755,7660,38196,43780,17186,10868
29,6454,7684,36403,47746,15289,13881
29,6939,7626,43491,44834,15649,11764
29,5916,7591,39230,42724,16360,16496
29,7225,7727,37389,46216,16207,11506
30,6718,7645,38108,41616,18682,10880
29,6563,7643,43153,42699,17296,11205
29,6522,7548,42756,49222,16679,14496
29,6948,7576,38014,42481,21457,10804
31,6665,7695,37804,41354,16670,12011
29,6723,7655,41041,42298,16366,15377
29,7407,7741,40308,46131,17872,17805
30,6599,7615,39013,41666,17260,11644
31,6868,7640,41937,43067,16446,12364
29,6742,7680,36166,45655,26832,11011
29,6805,7604,38687,41568,18022,13157
29,7140,7643,38848,42211,17160,10936
29,6432,7657,41867,46199,16066,13204
30,6710,7669,37726,41729,16493,10759
30,6732,7666,38636,42334,17493,13693
29,6420,7592,37019,44133,16372,11127
29,6731,7583,41211,49023,18760,11209
29,6485,7545,37991,42911,16739,11310
29,6615,7594,39536,42935,16439,14118
30,5924,7662,40885,48592,23586,11210
29,7078,7671,38166,45026,19348,14727
30,6578,7623,37039,44399,16100,11483
29,6967,7612,37827,50100,17972,14462
31,6442,7551,40963,45525,16343,10986
30,6941,7632,37715,45826,17368,14644
29,6671,7611,37319,41991,16135,10683
31,6680,7570,37352,45992,16478,16466
28,6975,7637,40817,41979,16419,11062
30,5673,7608,37451,44301,16250,10588
29,7401,7650,37738,46143,16279,10961
30,6894,7549,41505,41431,16718,14816
29,5639,7667,37577,41748,17240,11720
29,7319,7684,37576,47796,16551,11148
30,6419,7584,37126,42466,16341,11113
30,6542,7517,41049,41193,24093,13862
29,6748,7605,37303,41264,16789,12312
30,6302,7655,37456,50650,16547,15738
30,6733,7624,37277,45735,17048,12674
30,7230,7599,40766,42335,16810,16046
29,6380,7668,37402,47104,17177,11468
30,6741,7597,38141,47734,17017,13406
29,6533,7539,39589,42569,16308,11970
29,6704,7649,42452,46018,17342,15717
30,6895,7676,40062,42488,16884,11689
29,6375,7607,39724,44271,17198,11565
29,6646,7690,39573,44576,16206,11669
30,6938,7675,38578,41381,18035,14396
30,6865,7622,38943,40914,15945,11280
30,5867,7617,37088,44484,21653,11414
30,7378,7578,41451,45985,17930,11825
30,6529,7666,37784,41855,21972,15417
30,9651,7563,37255,41909,16350,15601
30,6391,7657,37267,52398,16759,13349
29,6963,7633,39925,43481,15668,11275
30,6669,7651,37692,43308,17265,15187
29,6493,7590,37009,46107,18792,10460
30,6769,7541,39847,44946,17122,11106
29,6540,7568,41093,44740,16769,11943
29,6632,7683,37585,44854,17958,13211
29,5894,7726,38345,46247,15961,11990
30,7309,7564,41709,42236,15987,10958
29,6700,7636,38223,41971,16810,11472
29,6767,7651,38592,45771,17872,14149
29,5460,7513,37051,43139,18079,11544
30,6762,7617,40351,42047,16758,10714
30,7127,7582,36838,46834,20528,11005
29,6800,7723,37506,42714,16305,14462
29,6817,7728,40582,42489,18445,14581
30,6289,7581,37905,43829,16861,12745
30,6658,7568,37328,45615,15570,11435
29,6707,7638,37814,42552,16993,13708
29,6314,7607,41542,41145,17844,10882
29,6843,7651,38468,46723,15250,11438
29,6415,7645,38691,44538,17785,11088
29,6654,7528,39855,43628,18253,14934
29,6575,7593,43066,46300,15695,11126
30,6211,7660,38556,42452,20065,10824
30,7181,7644,35965,41936,16142,11207
30,6609,7678,39051,41723,19882,15076
30,6304,7591,37362,45832,16834,10826
30,6769,7707,37812,41808,17019,13929
29,6427,7543,37699,41982,23350,10864
30,6808,7552,40745,45788,16695,18231
30,5861,7628,37205,42942,16031,11012
29,7123,7564,37119,42217,15812,10948
29,6877,7800,37583,45370,16277,11136
30,6738,7617,41966,42169,16172,13802
29,6428,7585,36998,41626,15603,11146
29,6724,7595,37458,46053,17188,11856
30,5440,7623,36827,42048,15898,11139
29,7150,7660,41176,42699,18011,13898
30,6583,7672,37511,42481,19932,10805
30,6207,7605,37160,45688,15891,11102
29,6723,7722,40019,42284,17464,11605
29,6681,7589,37408,42078,16581,13538
29,6358,7721,37134,45725,16356,11859
29,6662,7606,37933,41797,23001,13210
29,6251,7540,42152,41802,16755,10648
30,6743,7718,37583,46383,16763,17974
29,6898,7677,38110,41652,17764,10608
30,6441,7629,37399,42133,16591,11082
30,6783,7587,40920,42586,15800,11120
30,6861,7616,37551,45634,15847,15013
29,6523,7670,38022,42263,16748,10534
29,6976,7627,40249,42245,18002,10551
30,6540,7715,36964,45906,15406,11718
30,6927,7637,37942,41762,21287,14384
29,6843,7726,37605,41872,16129,11647
30,5480,7601,41811,46859,16656,15283
29,7335,7645,37311,42314,15822,10832
29,6638,7657,37451,45438,16569,15040
29,6356,7725,36974,45273,15585,10811
30,6632,7541,41775,51187,21203,10932
30,6377,7622,36531,43725,15666,14881
30,8686,7664,37301,42375,16191,13926
29,6782,7617,40438,50671,15837,10766
29,6384,7532,36966,46740,15452,11123
29,7025,7587,37342,48543,15832,11159
31,6471,7773,37800,49326,17572,13882
29,6633,7680,45329,44477,17312,11504
30,6796,7667,37917,45604,16540,11117
30,6524,7546,38873,47447,17526,10508
29,6863,7638,37787,45296,17769,13531
30,6905,7607,44503,42260,15440,10791
30,6446,7545,39844,41713,16431,12525
29,6711,7577,41118,48866,15394,11330
30,6620,7524,38043,41430,16041,15087
31,6369,7740,40956,41031,19489,11345
30,6895,7517,36770,52036,18055,11011
29,6447,7624,41000,43036,17515,13891
30,6711,7643,41902,42285,18021,13801
30,6710,7644,36863,43765,16514,11933
30,6383,7711,36963,43021,18637,10964
29,6656,7665,40900,43642,17486,10897
30,6615,7571,40489,42384,20837,14064
29,5644,7636,37124,48133,16715,10817
29,7369,7541,37560,44974,16724,14134
29,6240,7597,38672,45341,17315,10722
30,6866,7735,43826,48290,16958,15917
30,6867,7657,37743,42442,17942,10970
30,6502,7553,38503,42755,16987,10765
29,6816,7564,42066,51426,16475,11205
29,6749,7622,37897,41999,17567,14327
29,6820,7614,37051,44584,20693,10796
29,6907,7727,38658,43488,16408,15517
30,6392,7531,44905,48277,17507,10984
29,6726,7723,39524,41819,15756,14852
30,6607,7541,41261,41639,12669,10940
30,6184,7670,39809,45653,12452,11160
29,7301,7625,45785,42682,13143,12183
30,6489,7513,38007,41655,12552,15480
29,6316,7645,38472,45504,11704,10717
29,6681,7624,45918,41625,13638,12978
30,6404,7626,40394,44152,14896,11056
30,5901,7664,36674,42148,12771,14372
30,7210,7679,37427,45582,12191,10896
30,6311,10972,40342,42355,12553,10931
29,7005,7643,39027,43958,12821,10934
29,6679,7571,105876,45991,17089,14306
30,6572,7579,39940,41809,13124,12592
29,5963,7724,43211,42054,18156,14204
29,6324,7650,40207,47438,16727,11364
29,7425,7596,39305,41739,12998,13998
29,6679,7662,37623,42151,18957,10941
29,6741,7818,42155,41910,13298,14768
29,6809,7715,39704,48248,11688,10820
30,6917,7704,38244,42078,12464,16095
29,6412,7613,41049,43937,12446,10756
30,6686,7594,37824,46539,12487,11570
30,6277,7637,37449,41608,12339,10883
30,6542,7746,37851,42069,11735,14075
30,7113,7610,43468,45185,11959,10758
30,6633,7627,37467,43841,12793,10716
29,6866,7583,38018,41916,12885,11097
30,6640,7546,37460,43763,12860,15699
29,5611,7660,41206,41990,12884,14254
29,7955,7718,37468,46895,16094,10824
30,8178,7723,37020,45091,11235,10890
29,6783,7539,40435,48229,17820,20259
30,6749,7559,38353,42590,13021,13953
31,6874,7580,37909,42493,13020,15222
29,6851,7616,37429,46251,14849,13419
29,6716,7623,42298,43094,15984,13334
31,6455,7730,39168,42808,13394,12771
30,6783,7726,36757,46973,12950,12455
30,6638,7596,40847,42254,13361,14128
30,6833,7696,44355,43958,15171,13150
30,6614,7673,39202,42023,14025,11248
30,6475,7646,39145,46208,12601,11246
29,5924,7728,43200,41976,11708,11791
30,7534,7703,40064,42413,15054,10946
29,6789,7499,37669,45991,13448,16251
30,6737,7605,39891,43055,13240,13888
29,5479,7613,43382,42408,13717,12696
30,7469,7536,37282,45158,15741,15329
30,6725,7626,38289,41746,11005,11985
29,6869,7606,39839,41755,16042,13194
30,6944,7635,41166,41154,10869,12470
30,6948,7626,39263,45823,12572,12801
29,6563,7758,39901,43818,12185,11762
30,6814,7653,41373,42091,15002,12771
30,6529,7614,44303,45256,11706,13254
30,6998,7702,39981,42669,12206,12006
30,6724,7676,38118,41944,12177,12048
30,6575,7672,41627,47363,14864,12246
28,6700,7669,38336,46370,12078,12723
30,6734,7604,39014,43030,12242,15628
30,6840,7679,37783,42527,12204,12424
29,6671,7538,41410,48849,15911,14363
29,6333,7591,36695,44484,13912,12328
30,6663,7686,36798,43483,12462,12922
29,6596,7678,37078,52343,11758,12361
29,6326,7602,40616,46513,14528,12272
30,6769,7627,38115,45819,10562,12752
31,6583,7630,38201,50580,12914,12678
30,6686,7688,41080,46978,10527,13008
30,6982,7569,37248,44883,12426,12433
30,6424,7772,37557,46065,13723,12534
30,6893,7733,37594,42086,15394,12298
29,6733,7680,40291,43262,11769,13346
30,6712,7589,38123,42858,12536,12083
29,6903,7570,36274,44814,12078,12404
30,5694,7619,37859,40575,15846,17116
30,7375,7689,41803,41804,12559,13877
30,6559,7619,38258,47544,12364,11867
30,6462,7674,37646,43836,13499,12712
31,6659,7593,41061,43264,14190,11636
31,6502,7711,37570,46436,12478,11841
29,6461,7551,37311,43968,12843,12246
30,6893,7560,36586,44094,13218,12038
29,6451,7633,40160,44936,14982,11250
30,6382,7615,36920,46596,10652,11951
30,6621,7650,37062,43707,15446,11341
29,6790,7627,37452,42261,10899,11968
30,6816,7725,42286,48360,12716,11445
30,6631,7697,41000,41972,13094,11088
29,6591,7666,38527,43071,17056,13049
30,6696,7648,40111,47257,12934,15243
29,6779,7610,39485,42563,12448,12990
29,6794,7749,40212,41453,13222,12876
29,9194,7587,37150,43107,15005,12994
29,6403,7595,40860,45925,13858,12441
30,6742,7594,38763,42400,12071,12468
29,6605,7768,40742,42298,12137,13678
30,6382,7623,37637,45861,16397,12957
30,5999,7596,40112,41811,11869,13477
30,7064,7685,40359,42297,12636,12136
29,6387,7615,40980,45734,12748,12585
30,6858,7582,40123,42579,16731,12580
31,6588,7639,37544,43149,10930,13030
30,6715,7574,37872,45120,13247,14557
29,6562,7685,38565,46023,11264,11345
29,6380,7475,40165,43489,12519,11412
29,6659,7591,37185,42133,13789,16108
30,6690,7696,36923,46300,19221,12416
29,6730,7543,38807,42469,11209,15007
31,6660,7783,41379,44279,11450,12756
30,6468,7614,38734,46382,13192,13221
30,6760,7572,37603,42479,14271,12482
29,6690,7651,40145,42458,11516,12670
30,6712,7614,40682,44493,11991,12341
29,6852,7521,37225,48757,11535,12642
29,6600,7603,37186,42863,13774,13594
29,6748,7537,41927,42271,11486,11754
29,6510,7547,37776,47520,11557,14392
29,6390,7685,36809,41701,10811,11231
29,6781,7700,38684,42240,15757,10895
30,7057,7622,44804,48923,10518,11372
30,6601,7688,39253,43491,15954,14758
29,7073,7604,37031,42364,10926,12693
31,6633,7747,37171,44442,11882,12739
29,6492,7587,42426,42498,10955,12869
30,6742,7622,37904,46179,19342,11900
30,6471,7636,36594,42709,13882,13131
30,6903,7571,40835,44142,12046,12327
30,6838,7591,40259,41453,12160,13969
29,6642,7685,36975,42587,15013,13089
29,7024,7589,37509,45628,11663,12886
29,6702,7559,41833,41611,12304,14444
30,6566,7573,39179,41291,12772,11503
30,6665,7556,37641,47269,15279,11201
30,6463,7691,36483,43082,11963,11724
30,7026,7742,41144,42582,10934,11507
29,6571,7621,39712,42221,11181,10969
29,6421,7580,37585,50667,15585,15051
30,6559,7627,42795,45372,12298,13671
30,6649,7674,37395,44262,17056,11163
28,6464,7646,38564,46790,11367,13501
29,6553,7645,37008,43525,11844,12171
30,6596,7642,40499,41945,14425,11789
29,6722,7699,37634,45569,14588,11238
30,6693,7515,39878,43780,15549,11344
31,6381,7708,36849,44312,12652,12864
29,6718,7725,39771,42045,12353,12081
29,6663,7633,39022,45721,15845,11544
29,5698,7701,40298,41141,12398,11276
29,7602,7686,36519,43820,11868,11064
29,6540,7603,38655,46686,10753,12049
30,6835,7628,37919,41537,13563,11167
29,6649,7606,39851,41802,10764,14800
29,7126,7665,41366,48937,10833,12764
29,6681,7576,37602,41464,11137,12635
30,6876,7625,37045,41914,13965,13008
29,8358,7626,40388,45458,10943,13195
29,6603,7637,40389,45129,17348,12236
30,6606,7559,37355,45806,13534,12924
30,6616,7518,38110,43186,11618,15453
29,6721,7667,38963,46229,10872,12561
30,6386,7740,40854,42122,16005,13459
30,6830,7646,36905,41790,15785,12913
30,6627,7622,37762,45837,12303,11392
29,6631,7667,43190,42394,12644,11379
30,6796,7594,37251,42708,16523,11811
29,6754,7512,39451,45700,11755,11521
29,6869,7612,37247,41627,11851,11670
29,6848,7574,42216,42195,12568,14859
29,6669,7587,37853,42208,16365,11851
30,6867,7559,36449,44992,12135,11565
29,7113,7599,37186,41677,12075,11614
29,6547,7536,170815,43439,14078,13926
30,6729,7631,38366,47888,14628,13276
29,5571,7588,41348,44022,11055,11555
30,7417,7639,43428,43226,12010,11341
30,6601,7721,41619,47626,10663,11332
30,6471,7588,40053,45027,11774,11006
29,6655,7536,39628,42966,12633,11403
29,6524,7611,43386,42439,14659,11451
30,7258,7611,41496,46019,11622,12787
30,6539,7557,41579,42396,16247,10918
29,6358,7645,37805,42427,13174,11595
30,6800,7618,45037,48760,14329,15831
30,5758,7553,41142,42323,12092,13152
30,7898,7665,41623,42384,11522,12714
30,6728,7658,43658,45137,11412,12949
29,6848,7688,41190,42025,14371,15010
30,6557,7647,40395,43075,18637,12088
30,6715,7694,40926,42596,12582,13082
29,6664,7533,44674,45265,12118,12715
29,6761,7628,40134,42132,15486,12836
29,6539,7561,40554,42056,10908,12599
30,6601,7612,38145,48659,11124,12055
29,5871,7728,42503,44541,16010,13047
29,7186,7635,39770,44717,10899,12552
30,6346,7624,40038,47559,11657,12125
30,5767,7731,40333,42137,14446,11884
30,7067,7542,42970,42128,10816,11759
29,6525,7613,39034,46586,16424,14893
29,6912,7537,39255,40809,11383,11518
30,5637,7706,43150,42227,15277,14721
29,7161,7672,38287,41054,11922,12229
29,6680,7645,40535,45581,13010,11286
30,6469,7660,40490,41807,14407,12538
29,5795,7670,41793,42709,14989,11963
30,7558,7633,37506,45156,12384,11603
29,6617,7531,37382,41805,11852,11523
29,6906,7586,37736,42686,12331,12376
30,6662,7730,41404,46424,15604,11941
29,6513,7539,37480,42626,12311,12059
29,6590,7653,37424,42337,10653,11883
29,6490,7667,41402,46019,12191,11647
30,6698,7556,39968,46992,10929,11475
30,6337,7662,38570,42178,13574,15484
30,5769,7617,38330,44247,14546,11542
30,7272,7707,41062,46816,11959,11547
29,6389,7721,40159,41759,11879,11131
30,6477,7711,37126,42460,15345,11248
30,8714,7700,37427,45269,16207,11775
29,7249,7691,40622,40596,13731,12018
29,5962,7690,37687,41600,12129,11900
30,6579,7669,37079,43276,12734,12958
29,6660,7616,40803,45183,15179,12532
29,6814,7570,37374,41820,12196,13342
29,6656,7621,37454,42045,11788,13198
30,6698,7653,37554,48393,11351,12929
29,6916,7673,40763,42208,16400,11387
30,6909,7707,36526,42426,11715,11203
30,6722,7617,37655,45231,10543,11121
29,6656,7665,37507,42339,15029,15623
29,6831,7672,41220,42515,14806,12133
29,6848,7772,37349,42358,12495,11976
30,5638,7576,37827,46033,16412,11518
29,8067,7577,38945,42181,12253,12125
29,5867,7738,37517,42095,12376,11741
30,7372,7692,38035,45981,14292,13004
29,6669,7638,37603,44228,18134,12188
29,6635,7566,41685,41576,11453,12601
30,6743,7667,38224,45965,11615,11328
29,6878,7581,38688,41906,11075,12434
29,6685,7541,39117,43321,15413,11147
30,6799,7639,40770,45244,11471,11721
29,6792,7537,37136,41348,12081,10968
29,6631,7588,37911,41829,11592,10913
29,6630,7603,37763,43498,14654,11494
29,6397,7800,42076,46312,11068,15246
30,6854,7609,39701,41440,10595,12047
30,7005,7692,36976,41865,16507,12496
30,6483,7764,42181,46887,10698,12760
30,6680,7528,36751,42284,13310,12821
29,6590,7555,37583,41847,15150,12722
30,6329,7539,38050,45268,13924,12587
30,6490,7616,41202,48071,11951,12243
31,5725,7639,36993,45575,11914,11783
29,7118,7709,37781,41814,18640,12141
29,5752,7535,37652,45808,12197,11714
30,7134,7561,41371,42400,12122,11903
29,6654,7589,37370,41594,11883,12178
30,6694,7507,38268,45992,15519,11832
29,6656,7617,40658,41724,12044,12547
30,6924,7647,38993,42979,14926,15568
29,6828,7498,37921,46277,11851,12697
30,5835,7616,37633,41993,15521,12166
30,7804,7637,41814,41474,12320,12005
30,6891,7629,38904,42352,10351,12049
29,5825,7630,37239,45269,17784,11633
29,7909,7637,38009,41472,10410,11684
29,6539,7770,41336,42813,13937,12341
30,6838,7657,43208,46150,14319,11865
30,5627,7544,38223,41977,11127,11847
30,7643,7663,38302,43057,11320,11438
30,5869,7627,38356,45740,11581,12272
29,7310,7655,39147,45068,14737,12092
29,6800,7658,37769,44591,15098,12317
29,6872,7538,40572,42503,12021,12075
29,6471,7624,36888,48511,11496,12041
30,6798,7611,38282,45882,15540,15327
30,6667,7800,37308,45660,11891,11531
30,6781,7633,41459,50741,11442,11956
30,7805,7530,37701,45373,12642,11426
29,5709,7783,39138,45503,15816,12650
29,9800,7690,36880,47645,14194,13168
30,6953,7645,40834,44493,10566,12429
30,6628,7543,36880,45144,15829,12142
29,6771,7568,41581,48806,10389,12155
29,6601,7634,41085,41784,13743,11376
30,5743,7618,36538,42420,15026,11856
29,7323,7736,36940,43313,11836,11622
30,6216,7637,187085,49942,12189,11764
29,7057,7576,41368,44603,12755,11797
29,6993,7716,43723,43970,16097,11443
30,6222,7469,40156,46814,15897,11767
30,6704,7603,41108,42684,15526,16015
29,6427,7569,47369,42029,12165,12684
30,6631,7563,41407,46069,14442,12227
29,5849,7712,40077,41636,12189,11394
29,7158,7615,45043,43001,11876,11463
30,6622,7613,38725,43366,14518,12246
29,6845,7574,39462,45563,15669,13917
30,6560,7585,41033,41095,13112,13120
29,7019,7779,41681,41602,11021,12028
29,6704,7646,37933,46924,16667,12742
29,6738,7679,39600,41876,10467,11286
31,6896,7708,36856,46165,12568,12044
30,6536,7668,39973,49713,16154,12363
29,5970,7618,40039,43915,11351,12265
30,7658,7669,38175,42541,12114,12136
29,6497,7674,44505,43948,12659,14808
30,6659,7624,41568,49165,15868,11755
30,6329,7649,39964,49855,12131,11378
29,6528,7664,37459,43655,15892,11469
29,6991,7605,45031,48238,12041,11915
30,6312,7633,39990,43976,15888,11604
30,6662,7593,38821,45457,13789,11945
30,6623,7544,39307,44965,12360,12037
30,6374,7759,43882,42693,12257,11632
29,5915,7645,40900,42186,15994,11759
29,7195,7606,42678,50395,12467,11888
30,6801,7689,40877,42985,10812,11461
29,6765,7628,41158,42384,13183,12260
30,6339,7713,39690,42853,11331,12239
29,6775,7704,38891,50897,13158,12305
29,7176,7574,42542,41993,15243,16315
30,5484,7671,39954,44021,12386,11792
30,7688,7688,37648,47315,16984,11930
31,6304,7549,37125,42439,12278,11425
29,6734,7642,47009,41988,14593,11279
29,6742,7665,37779,45273,12396,11534
30,6297,7580,38454,42372,15024,11205
29,7155,7536,38564,45028,13749,11719
30,7024,7561,42511,46648,15383,11247
29,5542,7678,37258,46093,11729,12408
30,7408,7659,39677,42825,12792,11914
30,6389,7706,42486,41944,11471,11025
30,6650,7528,39824,46597,14341,11364
30,6742,7637,39933,42023,11619,11473
30,6383,7543,38267,42336,10358,12542
30,7015,7633,40809,47138,17096,12736
29,6710,7632,42251,42269,10662,14941
29,6429,7678,36924,42117,12173,11682
29,6771,7550,37191,42459,15933,11308
31,5625,7639,42331,45781,12057,11542
29,7773,7590,38625,42484,11880,11428
30,7041,7471,37191,42204,11932,12466
29,8581,7503,41124,46559,16809,12385
29,6811,7657,37829,41864,13794,12674
30,6790,7679,40012,42351,12019,12211
29,6486,7587,40066,45460,14705,14909
29,5891,7607,43875,42699,15505,11039
29,7083,7715,39557,42446,12142,13921
29,6731,7614,45917,41959,12374,11609
29,6871,7661,37897,44290,11654,11471
29,6407,7630,41755,42559,15455,12524
29,6615,7587,39257,41949,11587,15717
30,6964,7718,40356,44937,10445,11593
29,6585,7617,37024,40858,12699,12080
29,6825,7624,43932,42440,14170,11648
30,6469,7684,37887,44587,12688,11570
30,6944,7649,39369,42382,14382,11416
29,5901,7660,43880,43456,10916,11078
30,7264,7636,37248,42689,11275,10792
30,6837,7632,36945,50710,12508,11932
29,6612,7557,42084,42463,14523,11468
30,6375,7625,40497,44550,10839,11911
29,6768,7615,37020,45785,11318,11403
29,6698,7619,38796,43349,14015,11442
30,6704,7603,40942,43739,14741,12060
29,6572,7544,40126,48194,10791,11942
