noop,fork-simple,vfork-simple
29,37236,11543
28,38483,11172
28,41089,11214
28,36927,11494
28,37477,11735
29,37802,11479
28,41281,11871
27,36899,11637
29,37715,11036
28,42243,11695
27,36894,11289
28,37107,11431
29,39675,16683
27,44087,11505
28,39554,11320
27,39630,12006
28,40884,10987
28,42355,11333
28,36464,11385
28,36922,11338
28,40667,11262
27,39053,12056
28,35894,11643
28,37439,11379
29,42329,11316
27,42423,11352
28,38545,13208
29,36905,11559
27,42986,14518
28,43342,11808
29,39158,11526
29,42982,10977
28,35960,11408
28,39161,11472
28,37495,11642
28,41818,11241
28,36628,11529
28,39018,11217
28,37303,11541
28,39972,11469
27,36006,12724
28,40664,12150
27,40928,11700
28,36606,14887
28,35972,11098
27,39996,11204
28,40923,12194
28,39191,11840
27,40282,11318
28,39506,11323
28,40760,11645
28,36898,11758
28,36245,11305
28,38296,10781
27,41333,13457
28,37756,11119
29,36869,11579
27,42667,11572
28,36353,11172
28,37679,13909
28,37767,11216
28,42387,11717
28,36053,11845
28,37653,11115
27,36210,11455
28,42547,11202
29,37509,12299
28,37335,11349
28,40471,13093
28,40319,11417
28,38979,12321
28,38124,11528
28,41236,11972
27,38814,11357
28,37139,11317
29,37021,15228
26,40222,11634
28,37619,10872
28,37037,12298
27,40262,11729
28,37121,12029
28,41230,11607
27,38595,12947
28,40233,11536
28,36492,11816
27,39545,11915
27,118448,11947
28,41691,11642
28,37157,11270
27,37909,10969
28,37235,14673
27,46593,11565
27,41690,11813
27,40419,11736
27,43519,11342
28,41572,11404
27,41400,13760
27,39928,10990
28,39736,11388
27,36389,11727
28,36883,11602
28,37871,11562
28,40245,11757
28,36518,11198
28,36149,11348
29,41816,11780
28,36513,16248
27,36387,12706
28,39836,12560
28,39472,11218
29,36175,13398
27,36580,12176
26,37352,11077
28,41685,11182
28,36057,11305
28,37226,11809
28,38124,11719
27,40890,11789
29,36566,11508
28,36755,11398
28,40937,11795
28,37071,14323
26,36792,11083
28,37007,11187
28,40830,13123
28,39000,11089
27,36175,11206
28,36426,11137
28,40464,11029
28,39113,11503
27,36619,11402
28,40328,10842
29,36318,11767
27,38035,11410
28,37050,11935
28,41940,11803
27,36200,11389
28,38515,15116
29,35871,13663
27,42620,11330
28,37490,11527
28,38605,11319
27,40595,11770
28,36750,12651
30,37391,11190
28,42081,15746
28,40571,12608
29,37283,11861
28,37554,10870
28,40249,14908
27,42107,11210
28,36310,10926
28,36587,15055
27,40376,13614
28,41018,11240
28,37088,11473
28,39744,11410
28,41875,14554
28,36517,11060
27,36496,11470
29,37318,11764
29,40680,16300
27,36887,12291
28,35950,11966
28,36134,12341
28,39949,15328
27,40010,14201
28,37717,12029
28,41735,14857
28,38958,14394
27,42041,10763
30,37219,10956
28,41930,14366
27,39400,12219
28,39177,12350
28,36382,12914
28,39688,11849
27,36040,12449
27,39637,11868
27,40022,11714
29,35796,12030
29,36873,12083
27,35776,11511
28,42561,12023
28,36283,11514
28,36949,10993
27,36892,11826
28,42695,11083
27,36251,11276
28,36941,14445
27,36595,12243
28,42884,11320
26,36643,11599
27,37736,11286
27,39786,12767
28,38575,11285
28,38153,11381
27,36250,11340
30,39863,12179
28,39524,11424
27,37681,11530
27,36463,11493
28,40910,12563
28,38561,12300
28,36683,12829
28,38305,15600
28,36718,11584
28,38961,12094
28,36585,11365
28,40849,10915
29,36396,11416
29,38287,11214
27,39614,11713
28,41869,11026
29,36321,11354
28,38421,11255
29,41089,11631
28,37499,11387
28,36829,11326
27,37900,11296
28,40483,14573
27,36463,11167
28,37799,11812
28,43561,10943
29,41232,10948
27,36325,11266
27,36401,11339
28,40811,11815
27,41354,11087
27,37968,10761
27,35655,11395
28,42345,11510
29,39919,11353
28,41108,11144
28,37760,11266
28,44257,10842
27,40017,15338
27,38745,11356
27,39223,12093
27,39488,11532
28,36866,12066
27,36355,11305
27,39902,11439
27,37107,11756
28,36706,11456
28,36520,11825
28,39873,11957
30,36676,11965
28,36456,11230
28,37426,11746
28,40596,11181
28,36672,14732
27,37871,12072
28,41980,11473
28,36368,11609
27,37901,11518
28,38242,11283
29,39636,11489
28,36024,11201
28,36251,11347
28,35811,11456
27,40997,11203
27,38877,11427
30,36275,11713
28,36503,11681
28,40776,11973
28,38185,11648
28,37986,15456
28,42932,11606
27,36360,11730
28,37604,12203
27,36687,12784
27,40208,11282
29,36672,11105
27,38131,11703
28,38167,11459
28,39880,11907
28,36789,11297
28,38770,11933
27,41132,11671
28,36057,11543
28,38048,11125
28,37595,11473
29,39770,14186
28,37864,11396
27,36660,11369
28,37540,11870
27,39845,10980
28,36387,11840
28,37614,11313
29,42550,11445
29,38109,11305
28,39694,11245
28,39008,11222
28,43514,11877
27,38997,11636
29,38561,13099
28,40129,11320
28,42194,15135
28,36136,11599
27,35969,11729
28,36474,11411
27,41583,11359
27,38043,12274
27,35282,11385
29,40320,11527
28,38217,11655
28,36964,11355
28,36777,11610
28,41018,11657
28,38533,11662
29,36857,13384
28,38278,11189
27,40688,11511
28,37538,15038
28,36519,11379
27,41987,11657
28,37196,11118
29,38402,11577
29,38118,11049
28,41862,11291
28,37818,11700
27,37908,11432
27,38123,11569
27,39600,11441
28,36691,13148
28,37683,11554
28,35798,11476
28,40025,11219
28,37729,14320
27,38102,11959
29,40827,11635
28,36478,11619
27,36183,11195
28,37361,12265
28,41284,12250
28,37584,11739
27,37840,11284
28,37143,11127
28,40818,12818
28,36431,11287
29,37572,11695
27,39576,11644
29,36649,11159
28,36362,11075
29,36588,15690
27,39859,12150
28,36300,12572
28,36497,11850
28,36516,11357
28,38410,12265
27,36066,11523
29,37016,11348
27,39711,13067
27,36673,11350
28,38518,11546
28,36267,11007
28,39680,11347
27,39769,11658
28,39047,10919
27,37100,16119
28,42152,11277
29,39245,11564
28,38878,11448
27,39957,11288
28,41443,11529
29,36363,11727
30,39658,13234
28,39647,10902
28,36162,11136
28,35944,11704
26,35962,11244
28,40552,11432
28,37884,11181
29,38809,11617
28,36529,11273
26,43927,14048
29,41085,10980
28,43291,11358
28,44046,11324
27,40062,11243
29,40390,12845
28,43841,11551
27,41216,11603
29,36951,11898
28,37040,12205
29,40787,12178
27,41041,11895
30,36275,11238
28,37843,11601
27,45053,12408
29,36640,11945
28,39819,15373
28,36501,11539
28,43073,14295
28,36896,12468
26,36076,11721
27,39588,11278
28,43385,12268
30,38255,11865
28,36266,12268
28,38604,11336
28,41870,11514
27,37920,11162
29,37276,11694
30,39787,11316
27,39328,11712
28,37820,14136
28,40390,11581
27,40947,13324
28,40002,11119
28,37173,11425
27,37493,11005
28,40484,10925
26,36593,11786
28,36697,10823
29,40069,11379
28,36306,11170
27,37393,11191
27,36741,11341
28,40369,11774
28,37663,11149
28,37768,15070
28,37486,12791
29,40009,11655
28,36849,11160
27,37632,11453
28,39558,11205
28,35757,11210
28,36485,11855
28,36738,11425
28,38950,12155
28,36935,11478
28,39776,11311
29,36575,11499
27,41787,11429
28,41650,10961
28,41175,12585
27,36497,14731
28,42112,11199
29,37626,11134
27,38806,11349
29,42120,11280
29,39973,11591
28,38922,11433
28,40300,11188
28,40724,11338
29,36735,11468
28,36302,10892
28,37148,12524
28,40493,11747
27,36767,13050
28,38767,11340
26,41490,15417
28,37174,11339
28,36601,11486
29,37828,12202
28,40807,11540
28,36347,11679
28,36455,11618
28,37903,11353
28,39324,10912
29,35470,11672
28,37228,12141
27,39711,11303
29,36676,12796
28,36503,11221
27,36906,11034
29,42283,12102
28,36868,14908
28,35846,11801
27,36308,11410
29,42453,11794
28,40048,11968
28,37014,11505
30,37227,11287
28,44938,11384
28,40265,11535
27,39726,11773
27,42667,12906
30,41049,11116
28,40191,11514
29,37958,10896
27,41002,11318
28,38498,11180
26,37395,14686
28,40779,11306
28,41034,11045
27,38589,11306
28,37799,11068
28,40575,11115
28,36553,11098
27,38314,11466
28,36957,12412
28,40925,11644
27,36972,11819
28,36349,11071
28,36871,11029
28,41252,11450
27,36991,10775
28,36986,16797
27,40267,12216
27,36846,12117
28,36989,12157
26,37502,11404
28,40308,10777
29,35623,10827
27,36124,12619
27,36923,11196
29,40479,11041
28,35603,11728
29,36072,10954
28,35926,11503
29,42116,11452
27,37199,11166
29,37573,10861
27,41274,15287
28,39135,11317
28,38393,11112
28,37311,10686
28,42160,11649
28,38424,12453
28,39969,11172
28,39383,11095
28,43518,10936
28,39232,11180
27,37661,12051
29,40953,12151
27,36722,11241
28,37697,11045
28,36537,11390
28,42817,13906
27,36453,11673
28,36279,11436
28,39817,11533
27,43819,12445
27,38659,11039
28,38274,11340
29,39429,11347
27,37636,10964
28,35965,11351
29,36594,10833
28,40412,11618
28,38735,11425
28,36200,10938
28,36613,11031
27,40368,225768
29,37788,15567
28,36897,11966
27,36682,12793
28,40775,11777
28,38322,12396
28,36070,11593
28,41265,11023
27,36390,10842
28,38755,11197
28,40757,11425
28,40031,11107
28,35742,11369
28,38237,11673
27,36909,11236
29,41179,11503
26,36660,16383
28,40132,14422
29,43359,12508
27,36965,12618
27,36653,12499
28,38447,12573
28,41722,11871
27,36903,11712
27,36702,11508
28,38459,11206
27,40903,10726
28,36865,11401
27,36535,11260
27,38672,10550
28,39964,11885
27,36619,14072
27,35577,14912
27,39429,11884
28,35949,11162
28,36288,11256
28,35430,11840
29,39227,11116
28,35329,11109
28,37337,11632
29,38074,11099
27,41685,11018
28,36841,11491
29,37036,11100
28,39702,11226
28,37497,14941
28,36926,10932
29,38110,14308
29,40179,11823
28,37534,11054
28,36853,11290
28,37522,11512
28,41953,11147
28,38671,11302
28,38236,11250
28,41941,11648
28,40541,11835
28,39073,11376
27,42468,11093
28,45240,12858
28,40187,11698
27,39477,10965
29,38609,11254
27,41391,14692
28,36166,11452
27,38159,11337
28,36648,11292
28,39459,11408
31,35809,11188
27,39705,11343
27,38967,11484
27,36518,11180
27,36423,11192
28,36448,12775
29,40929,11283
28,37224,11396
28,37888,11426
27,39530,11526
28,39383,14714
28,38113,11103
31,38081,11354
27,39608,11284
28,36744,11268
27,38465,11212
28,36898,11500
28,39726,11055
28,37567,11260
28,39238,13135
28,36081,11208
29,40169,11420
27,36495,11262
26,37378,11457
29,39870,11425
29,36088,11187
28,36253,14950
28,37227,11198
30,42097,11774
27,36778,11252
28,37711,11299
27,36756,11305
28,40946,11528
28,36697,13146
27,36514,11441
28,36807,10874
28,39800,11754
28,35488,11527
28,36785,11334
29,39261,12024
28,36659,11641
27,39917,15901
28,37162,11362
28,40941,11565
28,38076,11074
28,36826,10993
29,35599,11752
27,42769,12595
28,38882,11384
28,40882,11189
27,42343,11133
28,41141,11256
28,38872,11338
26,40124,10828
28,42749,11458
28,41709,10902
27,40734,11542
28,39523,14676
27,41875,11502
29,38734,11614
28,36335,11904
28,39973,13480
28,41750,11310
28,40226,11575
27,39534,11504
28,40343,11404
28,40732,11039
28,41820,11360
28,37113,11088
29,39834,11108
29,36942,11117
28,37793,11348
29,36165,11145
27,39776,15525
28,36002,10999
28,38412,12982
27,40007,11188
27,36084,11207
27,37953,11676
28,38764,11797
28,40688,11625
27,37041,11121
28,36553,11599
28,38915,10879
28,43973,10813
27,39111,11355
28,38536,10974
28,42441,11380
28,36983,15421
28,37837,12462
28,36500,12116
27,42809,11341
28,36223,11422
26,36823,11117
27,36455,11744
29,42498,11166
29,36427,12070
26,36543,11260
28,39172,10881
28,38860,10766
27,36308,11752
28,37346,11272
28,40013,11637
28,41242,13044
28,37827,15270
27,38479,11648
28,43896,11083
28,38557,10996
28,37689,10898
27,36945,11435
28,40443,11304
28,37217,10782
27,38040,11512
28,41714,11320
30,38115,10992
28,37341,11649
28,37640,11394
29,40450,12924
28,37187,11354
28,40496,14494
28,37195,12238
30,40230,11210
27,36687,11458
28,40171,11297
28,40664,11486
27,38587,11575
29,37894,10885
27,37634,11493
27,43356,11145
29,39730,10989
27,38340,11150
29,40996,12715
28,43754,11213
26,39807,11327
28,39116,19124
27,43370,14924
28,36645,12079
28,36680,11803
29,39147,11158
28,41887,11609
27,36868,11262
28,36687,11997
28,36216,11146
27,42601,10874
27,36974,11680
29,35954,12460
27,37292,10754
29,39975,10898
28,36211,11162
28,36153,11670
27,38987,16579
28,37507,10948
28,37450,10997
27,37708,11045
29,40415,11483
28,37186,11055
27,36450,10994
28,36298,11355
29,40187,11540
28,37475,13162
28,36646,11533
28,40832,11012
28,36517,11908
31,37517,11537
28,40104,11731
28,41912,11130
27,36705,15121
28,36635,11194
28,40801,11327
28,41033,12047
28,37676,11126
28,37351,10742
28,41559,11289
28,36970,12676
27,36539,11742
27,36286,11327
28,40966,11596
27,36330,10827
29,35954,11122
28,37953,11169
28,43039,11484
28,36741,11020
29,35889,14090
29,36336,11946
27,42390,11644
27,36735,10836
28,35959,11561
28,42898,12843
28,41431,10917
27,40448,11292
28,39462,11243
28,42384,11159
27,38044,12424
27,36961,12345
28,37330,12546
27,39839,11942
28,37321,12266
28,40331,15632
28,40478,11318
28,36234,10964
28,36648,11551
27,39357,13055
27,40862,11317
28,38195,11437
28,37708,11061
27,37611,11198
28,41793,11634
29,38072,11164
29,36947,11875
28,41148,10780
28,39396,11655
28,39453,11447
28,39224,11393
27,42918,15025
28,39666,12037
28,40679,12678
29,38058,11326
27,40815,12038
27,36940,11680
29,37005,10925
27,39087,11556
28,36769,11298
29,36460,11215
27,36458,11481
27,40187,11424
28,36910,11135
28,60108,11394
27,41209,11397
27,41077,14836
28,39940,12704
27,38246,11157
29,38790,11031
27,39268,11378
28,38183,12528
27,37539,11318
28,39908,12253
28,37834,10911
27,38772,10779
28,36662,11535
28,40721,11005
28,36982,11322
27,38422,11879
28,41544,11090
27,37081,13751
28,38352,14280
28,36614,11196
27,42774,11007
28,39273,10988
27,39660,11900
27,41895,10747
27,43919,11481
27,40441,11180
29,39661,13251
27,43140,11436
28,42076,11276
28,37379,10813
27,37548,11599
28,39892,12679
29,41844,11097
28,38723,14855
28,42340,11402
28,36797,10869
28,39055,11511
28,40460,11200
27,42585,10968
28,38440,12157
27,40159,11238
28,38148,11316
28,40357,11117
27,37480,11101
28,37852,11244
28,36690,12438
28,41714,11406
28,38033,10764
29,36371,11146
28,39326,14555
28,37069,11032
28,36929,12427
27,40276,10890
28,43796,11129
29,35961,14583
29,36544,10829
27,37622,11610
28,42657,10844
28,37539,10965
28,36566,12525
29,39367,11026
27,39755,11063
27,40243,11523
28,36257,11304
28,40167,11301
27,36567,14734
30,37490,14032
27,36646,10993
28,40664,11865
28,36666,11302
27,37369,11497
27,41204,11631
28,36601,11059
28,36628,12195
27,36791,11517
28,40607,11489
29,37157,11247
28,36948,11088
28,36787,11480
28,40063,14980
28,36261,11096
27,36120,11164
28,40379,14382
28,37620,11380
27,37598,11039
28,37162,10898
28,39844,11322
28,37090,12715
28,38050,11164
29,39097,10943
29,42366,11736
28,36958,11320
27,35898,11059
28,38128,12118
28,40094,13666
29,37423,14423
29,36157,10778
28,40966,10595
28,36731,13190
27,37120,10751
27,37044,10809
28,44207,12282
28,37063,13202
28,36910,11354
28,36620,10350
28,45549,10940
28,40469,13601
28,40265,10809
27,40733,10740
28,43927,10908
27,39163,19238
28,37071,10764
27,40839,10611
28,38273,10687
28,35753,14568
29,35863,12656
28,40261,10697
27,38101,10894
27,36349,14870
28,42757,11634
29,35822,13779
26,38964,14337
28,35750,11735
28,41486,11872
26,38736,11537
28,38125,11189
28,38986,16723
28,42713,12254
28,40444,12558
28,40642,12326
28,40410,12354
27,41089,13390
28,39238,12964
28,41615,12869
28,42291,12228
28,39494,13155
28,38992,12563
28,38699,11601
27,41694,11605
29,36718,11122
27,36833,11269
28,38353,14640
28,39994,11090
29,37287,11358
27,36247,11096
29,44165,11202
27,39996,11371
28,41720,11613
27,36006,11243
28,42833,12257
27,36056,12976
28,36748,12148
27,35863,12131
27,42512,12512
28,36082,11843
28,37311,11631
26,38827,12843
27,41411,15717
28,36726,11859
27,37351,11025
28,40297,11209
28,39456,10593
27,36357,11344
29,36427,10879
28,41012,10755
27,38973,11140
28,37526,11358
28,38969,11827
27,36814,11648
27,37135,10949
29,37664,10707
28,41176,11439
27,39829,11042
28,41934,14430
27,36924,11067
28,43089,10928
29,36269,11768
27,39143,11107
28,41188,10771
30,37154,11018
27,35879,11129
27,37439,10902
28,40971,11493
28,36608,11382
27,40838,11101
28,38458,11129
27,42447,11451
28,40383,11250
28,36006,15238
27,35931,11215
28,38985,11078
28,36654,11007
28,36856,11555
27,42524,11257
28,38211,11726
28,37302,11534
27,37055,11341
28,41562,12088
28,36940,11538
28,37743,11805
28,38255,11422
29,41898,11254
27,40988,11405
28,39584,11005
27,40592,14969
28,39798,11031
27,38860,11191
28,38039,11651
28,42737,10836
28,38572,11094
29,38970,11550
27,37016,11145
28,42367,11715
28,40216,11262
28,38757,11289
27,40839,10945
28,36698,11959
28,36907,10794
28,37920,11114
28,38632,11452
28,36507,15085
28,36455,11222
27,39302,11838
27,41213,11307
28,36707,11196
27,39514,11126
27,42998,11790
28,38845,11238
28,38998,11392
28,38516,10885
28,42677,11305
28,39986,12396
28,36552,11258
27,36421,10913
28,41978,11029
27,35683,14482
28,36408,11339
28,36016,11135
28,41515,10940
30,36675,11683
27,35860,11126
28,42574,11762
29,39363,10991
28,35960,11543
27,36093,10818
28,41158,11021
28,37982,11426
27,36957,11034
28,37279,11111
28,42305,11266
28,39714,10903
28,37627,15454
26,39158,11219
28,36578,11521
27,36002,11484
28,37108,11411
28,40649,11315
28,36705,12733
27,36284,11436
27,36686,11025
27,40157,11174
28,36610,11655
28,36095,11699
28,40501,11480
28,36410,11106
26,36592,11001
28,36055,14913
28,40835,11283
27,37137,11105
27,37567,11138
28,37875,11582
27,44136,12580
28,40428,11250
29,40279,11626
28,37029,11010
27,43362,11118
28,39326,11596
28,39676,11198
28,42708,11568
28,37874,11366
27,37374,11097
28,36423,11033
28,39724,15196
27,36964,10987
28,36487,11315
28,36731,13230
28,43258,11395
27,37793,10975
29,38092,11576
27,40460,10959
27,38088,11327
27,40056,11130
28,37417,11099
29,42319,10626
28,35927,11408
27,41293,15423
28,39603,11674
28,42310,12055
28,35835,14667
29,35860,12987
29,40694,11282
27,38088,11272
28,35947,11875
28,36506,11224
27,40015,11309
28,37972,11462
28,36039,11611
28,37544,10899
27,42811,11075
29,39783,11331
30,36963,11449
28,39807,10936
31,37101,11365
28,38320,16066
27,35659,11814
28,39517,11355
28,36591,10898
27,38305,10910
28,36306,11422
28,41377,10761
28,35405,11070
28,37309,11165
28,37092,11098
28,41883,11166
27,36273,11427
27,38066,11007
28,41512,11352
29,36414,13737
27,36692,12183
29,38132,14583
28,42971,11305
28,40651,11106
28,37315,11178
28,38976,11032
27,41253,11439
27,37603,11108
27,39523,10816
28,44143,11035
29,36317,11455
28,38942,11084
29,37194,11179
27,41684,12252
28,37569,11680
28,36577,10820
29,36786,15452
28,42806,11611
28,36033,11242
28,36051,11113
28,40069,11288
28,38835,11081
29,36092,11417
27,37838,11172
28,41286,10712
28,40821,11063
28,39009,11946
27,36381,13128
28,40342,11546
29,38598,11272
29,36688,11242
28,40814,12121
27,35832,14667
28,39874,10845
28,36484,11110
27,39899,11644
29,35975,11528
28,39159,12838
28,36401,11342
28,44413,11636
28,36186,10722
27,205576,13146
28,37548,10890
26,47402,11260
27,39905,11659
29,39665,11405
29,40850,11612
29,36479,15158
28,36946,10872
27,36604,11485
29,40124,11443
29,37455,11520
28,37638,11006
28,36827,11193
28,40666,11360
28,37392,12719
27,36144,11386
28,40141,11017
28,35971,11332
28,35820,11115
28,35678,11225
28,40470,11025
27,37442,11340
28,38326,15289
28,36832,11217
27,43557,11363
29,40209,11743
28,38494,11372
27,40296,11248
27,39150,12731
29,39570,11221
28,37703,11481
28,41025,10701
27,37434,10793
28,36978,11692
28,36241,11115
28,40342,11622
28,37876,12016
29,37551,11497
27,37719,14955
28,40309,11361
28,36999,11238
28,37573,11210
28,43063,13171
28,39405,10804
27,37761,11490
28,36699,11501
28,41794,10933
28,36978,11604
28,36626,11321
28,36647,11458
29,39220,11294
29,36400,11439
28,36400,11666
27,40606,15621
27,36149,11820
28,37151,10714
28,36719,12820
28,40761,11135
30,37062,11269
30,36267,11245
27,38560,11170
28,41280,11214
26,36177,11115
27,36539,11597
28,41770,11191
28,36458,10841
28,35931,11187
27,36354,11151
27,40776,11900
28,36833,15475
28,36590,12743
29,36613,11202
29,41811,11087
28,37097,11403
28,38470,11588
28,36505,10907
29,41294,10789
27,36376,11328
28,37526,11084
28,40862,11562
28,37542,10583
28,36658,11641
28,37062,11089
27,42355,11889
28,37770,16834
26,36011,11427
29,36736,11711
28,40940,11551
28,37002,11271
28,36666,11049
27,39780,11212
28,38066,11173
29,37017,10988
27,38433,11523
28,40004,11049
28,38743,11732
28,36199,11311
28,39680,11380
28,39879,14122
28,38122,11938
28,36566,14608
27,40440,11455
28,38174,11299
27,39021,11236
28,35871,11149
28,40020,11211
29,36640,11154
28,38323,10824
28,36276,11738
28,40632,11315
28,36492,11172
29,40420,11367
28,38793,12890
26,35644,11859
28,35656,12213
27,38217,15295
28,39384,11012
29,36272,11435
28,37172,12324
27,38238,10883
28,40164,11412
27,38617,11057
27,35882,11293
27,200298,11512
27,40560,10971
28,39025,11020
29,37769,12630
27,37800,10998
27,39199,11324
28,37066,11427
28,37413,11602
28,44549,14895
27,38169,11072
28,38816,11384
28,41190,10880
28,40826,11128
27,36850,10848
28,38504,11058
29,40125,11506
28,37588,10995
27,39225,15780
28,36174,11715
28,41898,11008
28,39153,10986
27,37280,10840
28,37444,11367
28,45489,12308
28,41018,15090
27,39834,11237
29,44096,12361
27,38370,11666
28,38166,10972
28,42389,10894
27,42679,11687
28,36544,12779
28,39123,11127
27,36916,11103
28,41402,11507
28,38781,11216
28,36112,11006
27,36398,11676
28,41453,10928
28,36491,14429
28,36391,11797
28,44152,10835
28,39864,11316
28,39797,11009
27,38572,10885
29,40286,12495
28,36402,10878
28,38291,11689
29,36634,11219
29,40261,11343
28,39185,11333
28,37082,11760
28,39597,10648
28,38547,10955
28,36715,11292
28,37557,14572
27,45920,10984
28,35743,11298
28,39220,11315
28,38243,13533
27,44224,11442
28,36612,10979
28,39132,11038
28,40954,11422
28,39920,11041
27,43670,11007
27,37340,11270
27,40705,10857
28,40145,11088
28,36351,11104
28,36970,14723
28,41191,11076
28,38475,11062
28,36660,12710
28,38869,11380
29,42156,10904
28,37635,10979
28,38972,11895
28,40087,11403
28,36436,11275
28,40261,10830
28,37857,11085
27,41447,11355
28,40344,10582
29,37968,11475
27,36954,11187
27,43704,17339
28,38251,12724
27,35478,11369
28,42078,11151
27,37101,11609
28,39718,11626
29,41793,10878
29,42207,11224
27,37951,10944
28,39800,10952
28,37605,10811
28,40519,13531
28,39099,11202
27,37460,10666
29,44236,10858
28,38842,19555
28,36959,15283
28,36518,11774
28,40942,11200
28,36903,13704
31,37237,10636
28,38582,10455
28,40463,11153
28,35898,13092
30,38599,10794
27,35933,10778
28,40877,10750
30,38517,14233
27,37177,11005
30,41087,12444
28,40993,10769
28,35807,16718
28,37063,11224
28,41684,10728
27,38177,10889
28,39833,14150
28,38860,11239
27,42381,11661
28,39982,10608
28,39796,13365
27,37568,10985
28,37238,11504
27,40395,11750
27,36388,15280
28,40303,14169
28,38956,10407
27,37641,14431
28,36323,13350
29,42046,10652
28,36349,10892
27,37745,11089
27,42590,13150
28,35958,11398
27,36077,11285
27,41582,11035
29,40195,14538
28,36142,10727
28,37842,13142
27,38516,11984
28,40246,14622
28,38201,11375
28,37248,11228
28,38096,14737
28,42004,14824
28,36073,10871
28,36802,11249
28,42456,11025
28,37718,14798
28,36435,10767
28,38658,11292
29,40805,10884
28,37230,16212
28,38120,14230
29,36413,10886
27,41145,10860
27,38702,14484
27,36167,11160
28,42402,14419
28,41050,10639
27,36226,13597
29,35962,10545
28,42803,11015
27,43975,10813
27,39945,14225
28,41965,10784
28,40751,12748
27,40572,10890
28,40034,13297
28,39565,10797
28,35833,10934
28,40003,10556
27,35073,14297
28,40030,11100
28,39820,14945
29,37949,11290
27,38265,14712
28,41897,10967
29,36298,10571
27,42648,10574
27,39085,16275
28,41800,15462
27,39341,11314
27,40875,10775
28,39862,15360
27,36397,10504
28,40915,10621
27,38400,11014
27,40086,14924
27,38322,15573
27,35978,10933
28,43857,11384
28,41659,14538
28,36689,10586
28,36442,12445
28,46141,10697
27,35818,14741
28,36804,11062
28,38247,10748
29,45073,10772
28,36360,15093
28,38263,10454
28,36227,10863
28,42337,10820
29,40802,14363
28,36166,14734
28,40695,10957
27,40894,11164
27,36171,16563
27,36586,15571
27,42026,10554
28,39602,10916
28,37035,13331
27,38388,11055
28,40614,11451
26,39383,10964
27,37880,14581
27,36170,11183
27,39639,11757
28,46173,10684
28,36968,18449
28,42276,11632
28,41960,14326
27,43345,12033
27,36738,13643
28,43941,11555
28,38635,11159
27,42597,11014
28,38171,14060
28,39271,11132
27,37404,10503
28,42068,11438
28,42289,15053
28,35816,10917
28,39080,11524
28,40142,10842
28,39231,20324
28,37919,14061
28,36926,10682
29,40244,11013
28,43135,14800
29,36885,10814
28,39838,10814
29,43603,10703
28,41026,13789
28,41709,10783
28,40452,11230
28,40102,10886
27,36820,14269
27,39330,10496
28,37011,12575
27,38547,13922
27,38900,13615
29,36327,11022
28,41860,11199
27,38832,10893
29,36038,14184
28,35831,10777
28,43283,10678
28,36990,11146
28,36929,14297
28,39394,11162
28,42066,10741
28,39323,10591
28,40945,15435
28,36957,16173
28,39240,10778
28,39461,14224
28,36156,14192
28,40342,11410
28,38576,10853
27,36517,10713
28,36161,14638
28,41273,10697
28,39620,11092
28,36735,11186
28,39474,15566
28,40781,11158
28,38041,13343
29,38690,10747
27,354300,14285
28,64614,11183
28,125375,14366
27,128527,10960
27,142313,13244
30,133486,11435
28,73003,10451
28,54078,10911
28,64392,13901
29,55717,10726
27,55644,10834
28,61834,10465
28,54754,15012
28,43312,13750
29,43343,10626
27,45442,11060
28,41270,14033
28,41577,10589
27,43067,15804
29,43519,10725
29,37542,14522
30,37041,11126
28,38770,10497
28,40770,11021
28,39849,13657
28,41299,11180
27,41861,12207
27,37518,12585
28,36982,13755
27,36388,11137
29,40480,11801
29,37292,11037
29,36650,13080
27,36460,10871
27,42313,14297
27,37097,11042
28,36684,13305
28,40369,11175
27,37468,10794
28,36512,12203
27,39537,16500
28,42168,15462
28,36223,10957
29,36060,10540
28,36869,13734
28,40191,11237
27,37474,10777
28,36704,11911
28,39909,14663
27,36621,15364
29,36504,10878
28,36322,10928
29,41305,14747
27,36997,11045
27,37756,12824
28,37988,10787
27,40517,14550
28,36334,10971
28,37397,10983
26,37980,11092
28,39101,14170
29,37196,11471
27,38094,11108
27,40517,11052
28,38398,14854
27,35762,14281
27,37000,10907
28,42469,10989
27,35685,16270
27,36255,17589
27,36969,10912
28,42358,10861
27,36127,14564
28,37443,10630
28,40990,10832
27,38513,10797
28,37119,13815
28,36224,10911
28,40622,10897
27,37822,11369
27,36001,17851
28,35595,10917
28,39955,12618
27,39492,10902
29,35754,14719
27,41193,11311
28,37113,10760
28,38128,10929
27,36946,14422
29,39135,10906
28,36315,10640
27,38222,10726
27,39719,14641
28,42114,10988
29,37412,11487
29,37117,10751
28,37356,19055
28,40826,14186
28,36292,11509
28,37320,11030
27,41664,13919
29,36257,11111
28,36042,10821
29,39157,11822
27,41006,14377
30,35509,10873
28,36354,10441
27,35965,10627
28,39293,14562
29,35898,11134
27,37645,12131
28,39269,15999
28,36884,15257
28,36204,11133
28,36908,11658
27,43315,10781
28,37365,13608
28,37416,11113
28,37192,11516
27,42041,11418
28,39832,14914
28,37371,10556
28,43559,10738
27,35665,11330
28,36225,15650
28,36408,14889
28,40800,11113
29,36395,14492
27,37594,14114
28,39132,10873
27,40437,11281
