noop,ycall-registration-minimal,ycall-deregistration-minimal,fork-simple,fork-ycall,vfork-simple,vfork-ycall
29,6429,7657,38523,49700,11251,10541
30,6191,7635,38719,43307,15099,11015
30,6386,7708,43733,42017,11034,10546
30,6117,7607,38126,48702,11597,11140
29,5766,7670,38113,42901,11524,11059
30,6737,7477,40373,43470,14637,10730
29,6002,7690,40736,47654,14087,12092
29,6352,7692,37790,41245,10944,11308
30,6095,7652,41010,42255,11656,11322
30,6178,7619,37919,46021,15030,10867
29,6252,7652,39695,47042,11127,10785
29,6026,7633,38055,42140,11194,14076
30,6168,7606,42289,45145,10969,11014
30,6330,7600,37560,47804,17472,11022
30,5996,7617,39334,43606,10923,10863
29,6367,7699,42332,45300,10615,11148
30,5568,7485,37800,47888,11268,11049
29,6422,7550,38721,42289,13376,11044
30,6393,7554,44973,44488,10499,11091
29,5588,7653,38355,46502,11065,10953
29,6576,7605,37928,46407,11039,13127
29,6306,7608,38906,44558,17542,11318
30,6012,7573,42417,42112,11623,10966
29,6321,7579,38603,45194,11923,11534
30,6133,7568,38865,43871,11769,10958
30,6169,7678,41957,42497,13463,11138
29,7479,7485,41574,46187,10917,10753
30,5989,7679,38481,46571,12608,14632
30,6240,7710,42206,43000,10811,11182
29,6304,7611,37420,46166,14937,10628
30,5885,7593,39599,48380,10743,10950
30,6350,7637,41572,42445,10873,11533
30,5593,7575,38822,43953,11249,11610
29,6498,7606,37820,121782,14517,11643
30,6282,7660,40659,43026,10835,12936
29,5478,7671,42108,43114,11009,11166
30,6840,7654,39212,45752,11265,10703
30,6330,7626,39319,42706,19140,10901
29,5934,7557,43243,42555,11986,11238
29,6282,7605,38555,46410,11057,11423
30,6306,7596,38244,42043,11534,10939
30,6187,7599,41708,42374,16432,10983
29,6413,7689,40718,42201,11208,14234
30,5982,7621,37908,46116,16336,11221
29,6806,7553,38717,41654,12062,10562
29,6318,7706,41127,41514,14471,11013
29,6009,7754,39576,45899,11550,10967
29,6320,7685,39010,41945,10832,11328
29,6186,7719,42601,41907,11490,12753
30,6270,7620,38048,45407,15399,14199
29,6327,7548,40996,42314,11201,10611
29,6258,7509,41448,42046,11370,10854
30,6276,7523,37666,42448,14789,10957
29,5899,7661,38237,48718,14038,14512
29,6646,7570,39599,44202,10845,11279
29,6335,7744,41488,44116,13669,11371
29,5599,7572,38037,48370,10971,11144
30,6991,7565,41661,45940,13683,13225
30,6304,7710,46230,46477,11369,14362
30,6089,7592,42236,49499,10668,10833
30,6453,7572,39084,45850,10576,11000
30,6639,7647,43290,45631,14695,14047
29,6346,7625,43318,44664,10688,12868
30,6355,7621,42116,51977,10958,10831
29,6320,7604,42075,46617,11111,12444
29,6270,7637,42374,45457,15203,12887
30,5935,7697,40603,47467,11241,10465
29,6428,7623,38093,44657,11499,11023
30,6270,7692,42146,41855,15386,10821
29,6289,7545,38412,45955,16374,12742
29,6019,7510,41685,47956,10994,11943
30,6358,7610,45324,49545,10805,12075
29,6208,7603,39053,45281,10923,11123
29,6493,7643,38423,43485,15410,14072
29,6300,7564,40883,48573,10876,14338
29,6221,7720,42221,50299,11304,10644
29,6414,7572,37971,50155,11269,12690
29,5891,7632,38807,45344,14126,14178
29,6774,7575,43405,45791,11201,10595
29,6247,7666,38797,51215,10936,11142
30,5939,7569,42777,43045,11232,10711
30,6376,7647,42943,42391,14612,13303
30,6329,7639,40397,45166,11474,11048
29,5945,7595,38166,45765,14056,10818
30,6262,7729,40903,45722,14761,10858
30,6352,7592,38027,42223,14865,15221
30,5907,7714,39796,46867,11238,10405
30,6284,7667,38396,48216,11413,11255
29,5486,7771,42044,42998,11612,10806
30,7886,7622,37979,47632,14366,17213
30,6296,7648,40733,44336,10692,12015
29,5907,7649,41673,46591,10697,10734
30,6195,7626,38263,46805,11419,11064
29,6292,7605,38575,44294,14304,12560
30,5947,7785,42554,44408,11304,11124
30,6311,7731,38567,47366,10786,10878
30,6015,7718,38925,48934,10960,10746
30,6258,7678,42567,45306,17039,13263
30,6372,7530,43502,45805,11210,10550
29,5973,7628,37913,51555,14466,11450
30,6279,7551,39233,43318,11335,11129
29,6297,7782,43869,42020,14579,14189
29,5984,7561,42002,51932,10500,10984
29,6259,7596,41627,46609,11833,11402
30,5983,7541,45991,43049,11410,12446
29,6412,7635,40519,41963,13434,16385
29,6277,7677,45735,47795,10903,10909
30,5934,7708,41099,48105,11529,10752
29,6224,7742,43155,43543,10999,10984
30,6298,7651,39748,49511,15054,13534
29,5456,7655,41774,42816,10522,10623
29,6911,7717,46374,43143,12859,10919
29,6039,7586,39920,48034,11057,11278
29,6195,7660,38755,42560,15017,13167
29,5825,7705,49048,42811,11152,10625
30,5760,7695,38855,45298,15036,10854
30,6752,7630,38919,41657,11065,10840
29,6237,7594,43408,41961,13678,13363
30,6081,7663,45697,42416,11374,13048
29,6273,7693,38120,46223,10907,13186
29,6016,7618,39102,42925,11402,10966
29,6367,7701,42648,42053,13951,16193
30,6385,7567,42544,46055,10873,11925
29,5904,7633,39627,42712,10491,10575
29,6286,7660,43199,42828,11228,11137
29,6144,7593,39985,46959,16461,13365
29,6026,7572,44708,43021,10498,11009
29,6408,7542,41708,43023,11258,10947
29,5394,7483,38267,43480,11358,11024
30,6899,7605,38845,48672,14210,13106
30,6603,7674,40504,44084,11383,10604
28,6134,7594,42618,43835,14432,10608
29,6419,7738,37897,45783,10784,12222
30,6652,7564,39664,41647,14963,12538
29,6170,7625,45513,42671,10822,10815
29,6518,7636,38684,46572,10834,10813
30,6029,7658,38570,43022,11983,14348
30,6502,7724,175244,42580,14518,12432
29,6440,7552,40848,43027,10711,11857
30,6324,7593,42038,46402,13844,10841
30,6335,7615,39820,42100,10840,10655
29,6254,7583,47152,42681,14556,13143
29,6322,7515,43482,45923,11272,10647
29,6289,7661,40944,41494,11214,10961
30,6061,7624,44608,43047,11756,11041
29,6431,7670,46388,46388,14543,14047
29,6379,7603,44067,42061,14302,12116
29,6209,7731,44497,47078,11355,13243
29,6441,7577,44773,48094,11642,10890
29,6286,7632,40902,51363,14080,12940
30,6348,7673,42409,46087,14154,11534
29,6299,7599,45632,45245,10842,11409
29,8435,7638,38638,45754,11134,14033
29,6383,7625,40660,44545,15605,13072
29,6376,7668,45832,44813,10783,10853
30,5895,7642,38487,47636,10803,10853
30,6267,7665,40537,46216,10934,11166
30,6183,7702,46005,45175,15021,13573
30,6143,7595,41922,47868,10603,11127
29,6268,7540,43835,45750,11009,12190
29,6027,7781,44883,42435,11514,12974
29,6320,7662,44180,41755,14614,11331
30,6332,7662,41925,44972,14292,10992
30,6362,7572,41686,45302,11398,11512
29,6321,7690,42499,41905,10665,11090
30,6250,7585,38491,48183,14116,11485
30,6386,10418,41351,42448,10796,11156
29,5826,7641,41936,42479,12428,12497
30,6413,7629,38484,45480,10807,14080
30,6349,7752,42317,43193,14941,11746
29,6436,7621,38738,42248,10459,10690
29,6440,7696,42518,42694,11467,11323
30,6388,7676,41524,46523,10928,11331
30,6332,7494,38829,43294,13819,11689
29,6560,7727,42728,42681,10611,12405
30,6277,7658,40632,46482,10897,12025
29,6134,7533,39032,42223,10860,11098
30,6349,7569,44158,41736,17715,11634
30,5775,7619,40721,45800,15152,10929
30,6391,7657,39420,43725,10520,10862
29,6543,7630,37932,42644,10663,11364
29,6339,7659,43725,41997,16908,11506
30,6064,7538,38340,44414,10462,11324
30,5935,7743,38403,42302,10709,14954
29,7015,7692,43349,43973,11063,11200
30,6309,7551,37904,46511,14471,11220
30,6198,7735,39391,42173,11066,10823
30,6038,7602,45023,43210,12047,11583
30,6352,7731,38884,46314,10790,12345
29,6476,7669,39821,42786,13242,11479
30,6176,7683,43214,42548,10897,11565
29,6603,7621,38321,42177,11175,11587
29,6258,7575,38346,45628,10898,11299
29,6359,7823,40698,42422,17465,11132
29,6246,7651,42675,41484,10723,10697
29,6141,7691,42839,46409,13000,13286
29,6301,7671,42816,43628,11298,10718
30,6351,7675,42471,42814,14219,10850
29,6099,7532,39309,45786,10750,10709
29,6563,7585,40730,43771,10595,17209
29,6214,7799,44132,43630,10829,11048
29,6470,7578,38008,42798,14042,10427
29,6486,7765,40357,48172,10691,12302
30,6236,7758,39234,42040,11636,13709
30,6298,7637,44052,43745,10780,11209
30,6160,7563,40230,44257,13753,11697
29,6184,7558,37867,43825,14804,10812
29,6353,7685,41546,44942,10777,13516
29,5937,7694,42621,47887,11982,10891
30,6278,7724,38198,41739,20426,12203
30,6175,7692,41265,41703,10777,10914
29,6093,7680,40220,45235,11363,12833
30,6328,7681,41220,42782,10578,10550
29,6207,7808,38597,42069,14075,11372
29,6141,7632,45404,42047,11179,11269
30,7383,7634,38930,45405,10611,17769
30,5905,7578,168826,41948,10984,12623
30,6244,7571,42724,42209,13508,11051
30,5812,7711,39252,45408,10756,10770
29,6318,7760,39822,41822,10931,13914
29,6298,7712,42616,41946,11633,10972
29,6208,7655,39222,44983,14060,11135
29,6002,7603,39766,43081,11047,10898
29,6398,7645,42261,43514,12682,13290
29,5512,7698,42586,42896,14799,11772
30,6972,7598,38453,48785,14401,11286
29,6500,7673,38628,47507,11463,10522
29,6457,7780,41997,45372,10425,13151
29,6608,7689,38807,49158,11103,10580
29,6564,7646,38101,41842,14584,10963
29,6412,7681,45288,41585,10644,16019
29,6393,7587,38933,45297,10750,12948
30,5956,7655,41202,42567,12174,10629
30,6270,7737,41727,43230,14359,10469
30,6285,7620,42072,42299,14257,10488
29,6235,7661,39298,48552,12069,12612
30,6357,7625,40454,42433,10956,10684
29,6307,7663,45860,43473,16059,11180
30,6386,7697,42352,45987,11537,10975
30,6387,7614,41645,42300,11018,13637
29,6000,7648,43453,42405,14878,10644
30,6358,7596,40959,47482,13969,11150
29,6350,7613,40087,47345,10524,10799
30,6290,7605,40487,43606,10442,12694
29,6682,7659,38459,43292,10954,12664
29,6365,7657,37869,50611,13470,10707
30,6469,7579,38544,45250,11135,14027
29,6323,7552,41367,46287,11118,13013
30,6074,7565,37669,47959,11141,10524
30,6415,7671,39193,46683,187334,11212
30,6195,7644,43745,46175,11728,10967
30,6065,7570,38644,47952,14857,13910
29,6327,7613,39284,43105,10849,10820
29,6259,7628,45433,43060,12244,11169
29,6105,7722,39913,47668,11131,10983
29,6286,7694,39856,42897,15023,14195
29,5911,7667,38113,43190,12082,10728
30,5984,7652,45292,44840,11374,10860
30,6498,7653,41242,48033,11085,12177
29,6041,7626,42714,42289,11419,13473
29,6242,7676,46254,42973,11129,10775
30,6258,7642,40688,47695,11252,11016
29,6048,7598,38722,45031,11652,14691
29,6125,7652,41908,42318,11449,13235
30,5497,7660,38227,46526,11329,10935
29,6617,7571,38888,42352,13655,10856
29,5714,7655,39572,42084,11247,10918
30,6388,7467,41866,41224,12181,13384
29,6357,7573,38676,46570,11512,10913
29,6260,7667,37759,42585,11441,11107
29,6027,7661,44005,42596,11135,10755
30,6178,7559,37686,46171,13455,14098
29,6083,7629,38437,42970,11307,12197
30,6320,7688,41929,42378,11576,10417
29,6232,7568,41069,45956,11536,11016
30,6047,7632,38638,42019,11807,14711
29,6401,7619,39690,42996,11366,10492
29,6201,7653,46142,42508,11673,15476
29,7360,7624,45180,46431,11337,10780
29,5785,7658,41536,41922,13414,13606
30,6374,7709,46023,42269,13009,10983
29,6249,7538,41037,46939,11972,10700
30,6308,7637,42564,41686,12336,10563
30,6015,7567,43032,41843,11632,14291
30,6211,7526,38735,45475,11520,10804
29,6257,7725,38828,43180,11552,10727
29,6035,7635,39991,43102,11778,12622
29,6196,7715,41584,42635,14781,13374
29,6209,7639,37963,46849,11267,10531
30,6292,7686,37613,42506,11249,11368
29,6175,7645,44834,43158,11271,10288
29,6058,7566,37806,47097,11247,13068
29,6143,7639,38975,43943,11408,10690
30,6308,7816,40664,42114,13271,15173
29,5686,7675,39409,46429,10966,11065
29,6444,7596,39200,42256,11200,13767
30,5968,7664,42616,42824,11540,10505
30,6281,7615,38550,45572,10895,10782
29,6148,7688,39631,43199,11292,11208
29,6047,7713,38696,44118,11800,13051
30,5802,7640,41981,42303,11436,12894
29,6608,7576,39548,47259,11241,11116
30,6022,7613,38190,42823,17552,10359
29,6708,7629,42082,42100,10999,13530
29,6309,7613,38810,46430,11283,10884
30,6258,7584,38941,42616,10711,10630
30,6318,7718,40976,46240,14084,10526
29,6040,7605,38917,46162,13462,13118
29,5796,7635,38840,43101,11007,10854
29,6871,7603,38475,42920,10624,15646
28,6145,7687,41844,43181,13761,11073
29,6214,7537,38287,46560,10773,12964
29,6346,7640,39126,43350,11265,10411
29,6628,7694,42686,42458,11314,10875
29,6271,7695,40338,46800,15132,11978
29,6211,7679,40977,42725,11400,15344
29,6283,7661,41788,42687,11166,11324
29,6350,7622,38904,45907,11404,10871
30,6283,7571,39224,42476,18109,10767
29,6620,7759,39875,42216,11358,13087
29,6290,7635,46666,45545,11371,10475
29,6386,7622,44822,48237,16372,10681
29,6221,7651,42288,44923,13672,10531
30,6134,7665,46234,42841,10549,12959
29,6186,7683,38744,51560,10682,14441
30,6294,7640,39659,50150,10894,11120
30,6267,7679,44720,48211,14771,11484
30,6309,7678,39343,51888,10736,14388
29,6202,7774,38494,47021,10880,12311
29,6382,7619,37585,45608,10569,10710
29,6224,7639,41986,44813,15025,11035
29,6249,7589,40337,46641,11279,13587
29,6197,7722,37474,42692,10508,10361
29,6321,7608,46124,45071,14078,10967
30,6129,7552,38945,48695,13815,10602
29,6227,7597,39867,42460,12389,13866
29,6358,7498,42804,44903,11523,10896
30,6267,7605,40678,48413,10909,10953
29,6210,7643,42175,44468,14619,11196
30,6052,7669,42446,43489,10839,10799
29,5689,7673,42838,49558,12010,14945
29,8521,7540,39831,45161,10711,11750
29,5982,7732,40854,47721,14603,11028
30,6285,7616,44872,44384,10485,11617
30,6041,7658,37486,49327,11348,10749
30,6172,7736,40296,44905,11031,11091
30,6286,7687,43486,46856,15014,11315
29,6091,7665,40856,48185,10733,11448
30,6205,7586,37831,42557,10962,11276
29,6308,7757,38239,42268,21386,11114
29,6020,7690,41937,50666,14741,10858
29,5746,7600,41211,42076,10971,11461
30,6293,7755,42103,42631,11524,11168
30,6753,7587,46709,41361,11503,11371
30,6376,7631,43841,48292,13584,11036
29,5610,7569,40001,45536,10530,12809
30,6739,7619,41675,42077,11014,11296
30,6370,7755,38841,46131,11004,11500
30,6362,7680,38382,43943,14123,11170
30,6293,7641,42904,41873,10824,11530
30,6149,7658,38157,46247,10965,11119
30,6144,7659,38432,40807,10559,11385
29,6386,7583,38677,42705,15252,11364
29,6076,7570,42716,42010,13964,11192
29,6137,7661,38612,46446,14639,11504
30,6308,7651,38236,41707,10648,10935
29,6111,7605,41607,45332,13758,11089
29,6187,7686,40183,47611,10624,11577
29,6127,7583,38209,43482,10996,10852
29,5857,7685,41876,42906,10915,11161
30,6808,7584,38225,48660,13654,11526
29,6204,7622,39911,42980,10846,14612
29,6318,7712,37888,42604,11218,11024
29,6259,7588,42333,44509,11147,11657
29,6226,7684,40896,48724,14371,10803
30,6319,7698,40549,46155,11395,11158
29,6017,7561,44718,43361,11343,10959
30,6238,7560,42026,46672,15022,12362
29,5935,7651,40407,47734,14703,10739
29,6789,7598,42378,43421,11014,10891
29,6531,7639,38542,46800,14262,10843
29,6384,7593,38229,43434,10641,11293
29,6248,7599,38793,42824,14713,11200
29,6322,7578,42098,44904,10836,10854
29,6076,7708,38888,43083,11014,11059
29,6225,7560,38570,42486,11449,11139
30,6379,7603,43355,42287,14539,13725
29,6104,7648,39430,46695,11548,10963
29,6167,7664,38505,43916,11121,10897
29,6302,7582,42427,43288,10661,10952
29,5898,7595,38853,46658,14298,10892
29,6253,7536,38404,42306,12403,11123
29,6020,7706,38708,42758,10636,10871
30,6124,7666,46292,51093,10696,11405
30,6310,7684,39785,43579,14197,10924
30,6027,7458,38268,42277,14880,10865
30,6224,7705,42360,43784,11127,10815
29,6349,7683,38312,49743,10947,11350
30,5998,7705,37931,45446,13905,10766
29,6564,7584,41887,43653,10736,11328
30,6240,7663,38046,47259,11251,10985
29,6883,7500,37344,45756,10931,11222
30,5980,7673,40253,42133,13806,14576
29,6172,7675,39891,45637,10742,11257
29,7781,7700,37842,44139,11603,11231
30,6333,7704,37908,41758,16438,11564
29,5896,7592,43838,42740,13552,11367
30,6359,7579,38330,47272,10304,11223
29,6195,7585,38321,44060,11384,10865
30,6233,7599,42559,41900,10911,11182
29,6397,7653,38770,46487,14569,10905
29,6093,7731,38363,42062,13960,10861
30,6646,7583,41713,44618,10706,11325
29,6387,7643,38581,46433,10794,11149
29,6337,7659,39178,42690,14369,10911
30,6335,7603,38807,42232,10670,11329
29,6136,7630,43006,43293,10450,10882
30,6205,7602,39183,48982,10929,11025
29,6235,7594,40181,44928,13673,14666
30,6267,7553,43719,44096,12227,10729
29,6348,7683,38865,48254,10538,10652
30,6404,7602,38502,42610,10927,11239
29,6007,7662,41688,45710,14199,11178
29,5820,7685,36961,48688,10970,10780
29,7104,7651,37334,43403,10820,11068
30,6363,7675,38102,42491,10885,10798
30,6372,7584,41681,45588,13951,11063
29,6475,7581,40209,42400,15076,10586
30,6352,7724,37839,41628,10880,11895
29,6494,7644,41705,43249,10762,10910
29,6023,7592,39198,46149,14402,11133
30,6449,7745,38291,42329,10660,11299
30,6081,7567,41435,43930,11244,10890
29,6196,7547,38568,47264,17611,14481
30,6387,7596,39553,45173,12942,11409
29,6107,7555,38137,44800,10442,11657
29,6212,7632,44837,47357,11029,11458
30,6357,7568,38396,43069,10806,12074
30,6022,7656,39307,43769,15205,10720
30,6407,7600,42562,45491,10827,11431
29,6090,7659,39951,47092,10916,10742
30,5715,7697,39070,43574,10908,11004
30,6709,7732,42032,44743,18187,11199
30,6047,7613,38339,49367,10797,10934
29,6186,7721,40222,43003,10870,10816
30,6368,7627,38716,41860,10732,11097
30,6016,7608,41693,45071,14227,10855
29,5882,7542,37668,44286,14313,11025
29,6600,7604,39747,43220,15931,11053
29,6200,7580,44984,42329,13333,14329
30,6359,7643,39054,45367,12485,11007
29,6085,7609,38129,163512,12126,11622
30,6173,7651,43268,44265,11104,10680
30,6303,7658,38273,45415,11296,11023
29,5958,7594,152868,42512,11317,11195
32,5825,7639,38289,42252,11951,11417
30,6675,7585,44399,46562,11263,11332
29,6300,7670,43457,44334,11397,10946
29,6287,7595,38845,45731,14688,11051
29,5879,7609,44743,42159,12207,10813
29,6322,7563,43300,47562,11274,10821
30,6339,7567,40865,42841,14473,11194
29,6009,7692,46700,42461,11082,11813
30,6391,7574,42082,46358,11377,11378
29,6465,7636,42735,42941,11216,14096
29,6379,7530,44448,42535,10987,11246
30,6831,7680,41944,45642,11352,10997
29,7640,7596,41821,43316,11560,10989
30,5801,7672,42509,42371,11373,11412
29,6811,7513,45082,45116,11225,12106
30,5871,7618,42606,46171,11331,11141
30,5807,7650,38928,43971,11042,11189
30,6681,7678,42847,44207,12191,10925
30,6152,7547,38350,51515,14648,10833
29,6337,7607,39835,45749,11190,10835
30,6221,7555,42804,44120,16316,11321
29,6327,7747,40073,46661,10793,10568
30,6301,7830,40440,42903,11076,11421
29,5438,7592,40189,41911,11106,11290
30,6893,7559,43092,45965,14414,11764
30,5512,7559,38793,42951,10842,14821
29,7047,7581,39828,41432,10980,11741
29,6630,7683,43454,42048,10891,11216
30,6403,7589,38855,45891,14190,12608
29,6508,7626,39184,42851,11006,13136
30,6338,7714,42638,42906,11102,12934
29,6094,7558,38933,48185,11334,12161
30,6515,7618,37596,42964,14694,12510
30,5982,7640,37958,42870,10797,12568
30,6411,7648,42232,46799,16307,11165
29,5828,7629,38665,41514,11197,11491
29,6763,7583,37469,41996,15485,10647
30,6333,7627,43210,41403,10832,10996
29,6375,7646,39743,45868,10743,11391
29,5488,7683,39428,41965,10867,10727
30,7056,7496,40966,42275,14341,14778
29,5968,7551,40483,45490,11161,10986
29,6342,7698,39163,42041,11184,11042
29,5924,7687,38789,43164,11033,10702
30,5898,7582,42369,47537,15306,10917
29,6691,7568,37417,42528,10673,11192
29,6169,7501,39377,43605,10877,13256
29,5989,7652,42093,43057,10904,11082
30,6371,7585,39864,45810,16201,11011
29,5979,7610,39974,43079,14780,10554
29,5823,7617,45858,44026,11065,11404
29,7242,7618,40599,45961,11286,10517
29,6078,7602,39169,41808,14809,10805
30,6833,7657,39119,46158,11571,10866
29,6236,7667,45569,48064,10576,11178
29,6409,7626,38930,41659,10732,10844
29,6768,7723,38670,42109,14371,14684
30,6219,7708,42542,46470,11252,10730
29,6681,7585,40835,46466,10801,10884
30,6363,7704,38971,45093,12021,11126
30,6155,7554,43272,44584,14743,12487
30,6451,7645,42484,47915,10727,10803
30,6217,7646,43528,44387,12507,10949
29,6255,7539,42056,45029,10674,10675
30,6301,7632,40058,46762,14840,11164
29,6155,7610,38834,42276,14953,11101
30,6381,7653,39704,46575,10935,11139
29,6336,7785,43488,48953,10766,11127
30,6092,7627,38063,42725,15552,11253
29,6521,7726,40762,42165,10882,10667
30,5697,7649,46481,43907,11476,11192
29,6861,7510,38755,47548,11104,10831
29,6225,7669,39095,42497,13837,14416
29,6193,7573,46566,46454,11047,10732
30,6336,7711,40649,46986,10782,12959
29,7993,7739,39136,43578,10619,11563
29,6024,7644,38669,43169,16783,10955
31,6362,7575,43405,48049,10751,10914
30,5728,7638,41764,42801,10831,12014
29,6334,7688,38023,42565,11056,10933
30,6425,7526,41554,44533,18998,11738
30,5986,7634,38740,47709,11105,10700
30,5827,7629,39952,42390,11730,10888
29,6586,7651,41906,42766,10938,10641
29,6060,7573,37690,46510,15077,11560
30,6270,7634,41760,43093,10612,10911
30,6256,7605,40525,42541,11320,11397
30,5987,7596,43086,46105,10784,13598
30,6391,7652,38495,42501,14129,12869
30,5534,7643,38898,42672,10979,11118
29,6838,7627,43693,42407,12629,11052
30,6252,7676,39251,46910,10930,11059
30,6172,7662,39530,43339,15004,10990
29,6622,7674,43277,43074,10866,10871
29,6284,7539,40424,46446,11155,11253
30,6070,7627,38842,43287,10765,11024
30,6472,7625,37347,42680,18958,11075
29,6400,7702,42966,47607,10916,10514
29,6342,7634,39971,43350,10842,10815
29,6266,7684,39190,42521,11084,10902
30,6277,7592,43317,45398,13985,10698
29,6322,7654,38142,41912,10779,10855
30,6295,7770,40217,42009,11621,12281
29,6183,7668,41941,43297,10620,13146
29,6344,7576,38619,46661,16432,11433
29,5811,7664,38200,42917,10877,10633
30,6262,7629,43406,41624,10800,10664
30,6137,7664,39253,45838,10915,11130
29,5994,7669,38480,43469,14390,10900
29,6430,7671,38302,41408,11069,11244
30,6183,7641,44644,45615,11754,11600
29,6000,7576,38657,41732,14353,10830
29,6266,7673,39030,45433,13864,11200
29,5414,7749,42265,43517,11043,11045
30,6543,7598,41902,46962,11136,10864
29,6145,7672,38325,42828,10552,10584
30,6032,7527,42601,48214,14937,12679
29,6247,7661,38457,47105,10661,10569
29,5742,7763,41629,43230,12827,14187
29,5957,7557,42231,42333,10802,11271
29,6720,7680,45654,47534,13897,10990
29,6108,7734,38799,42310,11296,11725
30,6377,7714,39225,41956,10886,11181
29,6206,7556,44038,42726,10991,10613
29,6190,7609,41191,47364,17160,11073
30,6487,8164,41971,42331,10982,10802
29,6251,7549,45020,44155,10939,12035
29,6065,7627,39253,46268,14049,10805
30,6193,7718,41507,44600,14572,11338
30,6102,7569,41455,43544,11240,10865
29,6404,7539,43212,46133,10937,12364
30,6170,7585,39775,43495,10660,10927
30,6158,7588,39010,44577,16948,10841
29,6317,7613,43154,41589,10728,10881
30,6211,7614,39056,45813,11183,14386
29,6151,7763,38177,42208,10904,10566
29,6469,7564,42054,44919,15222,11279
30,6246,7622,37995,45437,10811,11077
30,5882,7600,38571,42136,10790,10827
29,8283,7544,40218,42785,10593,11200
29,6083,7710,42481,48323,15860,11381
29,6315,7764,37932,42642,10869,10972
29,6122,7740,38072,41999,11179,11521
30,6123,7693,40937,45526,14381,11061
29,6198,7659,39118,44221,14548,12735
30,6100,7608,38888,42317,11666,11132
29,6300,7601,41185,42572,12755,11005
30,6249,7606,39121,45702,10478,10966
30,5661,7720,37876,44737,14565,11283
30,6705,7747,43220,42710,10739,14654
30,6194,7525,38965,79219,10993,10870
30,6161,7702,38621,42957,10394,11043
29,6267,7674,37585,44078,19369,11124
30,5634,7573,43636,47359,11338,11353
30,6342,7724,37902,45350,11517,11086
29,6672,7683,38478,45250,10761,11347
30,6233,7641,41277,43926,14587,10675
30,6623,7566,39549,49014,10812,10669
29,6501,7536,38360,43624,14680,12820
30,6133,7688,42050,41647,10489,11865
29,6311,7677,38867,45625,18245,11959
29,6067,7644,39088,41789,11104,12736
29,6304,7651,39263,42206,10601,10909
30,6246,7665,44344,45989,11057,11454
30,6319,7581,40253,42653,14500,10764
29,6452,7650,40180,42371,10746,16515
30,6272,7626,42146,45659,10628,10745
29,6480,7582,38469,46415,10968,11242
29,6187,7756,38570,42451,14690,10981
29,6091,7512,41702,41725,10818,13726
29,6318,7648,40553,48706,11049,11037
29,6213,7647,39337,44864,10546,10667
29,6218,7615,38514,43494,14705,12054
29,6323,7560,42770,48582,10912,13089
29,5855,7832,38249,47295,15920,11328
30,6885,7634,38012,48931,10722,10629
29,6077,7534,40924,45635,14405,11096
30,6173,7640,40565,46627,11128,13073
29,6376,7569,41060,42266,10907,11013
30,6218,7644,46519,44462,10719,10825
30,6335,7576,40636,49139,18910,13836
29,6150,7607,38788,47097,10727,12525
30,6406,7628,40166,42229,10838,10666
30,6128,7685,46561,48150,10633,10652
30,6367,7545,42325,42488,14705,11106
29,6339,7734,43683,42491,10932,13676
29,6713,7574,47267,46276,10760,12010
29,6359,7658,41298,44275,10620,11037
29,5612,7635,38218,42953,16799,11047
30,7044,7553,41944,44039,14104,13080
30,6405,7653,40640,49626,10861,10823
29,6179,7585,38336,44554,10737,10687
29,6435,7706,43690,49252,14364,10783
30,5633,7541,39781,48436,11354,13485
29,7009,7675,39150,42818,11279,10698
30,6238,7615,39146,43886,10411,10505
29,6075,7673,42518,44827,15196,14259
29,6268,7525,38485,41922,10499,12698
29,5876,7664,38795,42700,10804,10828
30,6694,7592,42126,42068,10730,11210
29,6203,7554,39932,46789,18906,12337
29,7356,7571,38593,42964,11575,13007
29,6315,7687,42952,41760,52076,10635
29,6317,7597,42022,47301,10935,11025
29,6089,7597,45101,42758,12124,10787
29,6317,7656,41592,41376,14989,12765
29,6323,7544,43191,45758,11395,16215
30,6186,7634,38512,43466,11594,12375
30,5659,7661,41199,43791,15848,11612
29,6459,7521,42792,43343,11943,11728
29,6137,7751,39093,46415,14180,11123
29,6319,7636,39873,42537,11217,14540
29,6078,7566,42508,42229,10993,11584
29,6267,7666,38547,46162,10800,10873
29,6323,7660,40637,44185,15527,12361
29,6097,7626,39571,44580,10563,10953
30,6250,7572,42819,48743,12902,10986
29,6212,7494,38112,42361,10956,10906
29,6275,7524,40919,42670,15669,11077
29,6446,7619,43399,43031,10732,10914
29,6102,7725,39755,46940,14007,11123
29,6297,7583,38555,43149,10931,11264
29,6335,7625,49030,42452,13862,11025
29,6075,7630,39361,45815,11063,10663
29,6274,7707,41252,43315,11138,11368
29,6141,7629,41725,138377,10818,10681
29,6254,7589,43909,48133,15711,11823
30,5813,7885,38743,44375,10698,15123
29,6475,7722,38995,43755,11321,12553
29,6302,7587,43918,45105,11133,10743
29,6279,7692,40806,42151,17179,11157
29,6098,7633,40771,42501,10657,10699
29,6421,7579,41780,43145,10835,11044
30,5609,7691,38521,46505,11230,11073
30,6730,7639,42105,42315,15032,10769
29,6550,7641,44904,41688,10659,10676
29,6245,7595,38809,44927,18088,11745
30,6664,7685,37994,42056,10792,11015
29,6562,7592,40287,41347,15188,11799
29,6221,7590,42792,45554,11385,11250
29,6705,7797,39375,41349,10465,10816
29,6504,7668,38919,43790,11407,10717
