noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
28,1475,3703,6698,7754,45839,47287,11580,11336
28,1470,4055,6650,7322,40107,43990,11216,12117
28,1473,3781,6887,7492,42135,47957,11393,11769
28,1481,3886,6659,7698,43580,43848,11210,13158
28,1485,3938,6662,7531,40037,46990,11303,11759
29,1704,3913,6703,7578,40079,47665,11445,11317
27,1554,3911,5983,7553,45141,44330,11119,12022
30,1483,3784,6663,7657,39331,42568,11663,12273
28,1475,3811,6783,7464,42496,52035,11511,11247
28,1477,4014,5701,7474,40595,44105,11608,11045
27,1474,3896,6725,7557,41742,44243,14330,11399
30,1472,3729,5560,7524,43143,52863,11667,14187
28,1491,4039,5477,7521,39310,47148,11339,11696
28,1690,3718,6700,7483,39751,44381,11227,12442
27,1556,3978,6042,7668,43163,48794,12365,11692
28,1477,3804,6689,7543,39698,44240,11350,11452
27,1475,3782,6629,7791,40333,54135,10790,11735
28,1473,3971,6725,7687,42963,44796,11658,11643
29,1480,3762,6818,7614,42066,44049,12004,11561
28,1466,3901,6714,7422,39211,48058,11404,12002
27,1478,3993,6714,7561,43743,50731,11202,11791
27,1714,3832,6640,7714,38665,46189,11326,11465
27,1573,4029,6651,7560,41623,50634,10767,11532
28,1469,3715,6551,7607,43509,47914,11819,11520
29,1473,3847,6807,7668,40040,50289,11472,11431
28,1472,3956,6682,7733,38917,50682,11169,12181
27,1471,3852,6806,7532,45310,47494,16321,11716
28,1478,3729,6704,7685,39424,43932,11479,15527
27,1471,4105,5332,7586,43923,51245,11537,11738
29,1717,3746,5327,7484,38947,45043,11197,11430
28,1545,3818,6563,7520,41171,43936,12052,11741
28,1481,3882,6686,7543,43431,49222,11347,12851
27,1466,3564,6680,7581,38762,47255,12088,12898
28,1466,4093,5483,7656,39583,44924,11336,11501
29,1490,3757,6525,7689,44984,48170,11539,11485
29,1466,3890,6595,7624,42978,44868,11483,12579
27,1481,3979,6532,7444,40563,51097,11507,11234
27,1704,3762,6551,7453,46397,44396,11668,11684
27,1576,4008,6051,7603,42673,45530,11212,11640
27,1494,3763,6594,7490,45964,51081,11696,11425
28,1473,3793,5472,7682,46375,46676,11177,12186
28,1472,3982,6727,7471,39645,48232,11966,11738
27,1473,3907,6726,7639,42331,48197,14750,13526
28,1474,3708,6600,7536,45534,46040,11093,12502
27,1475,4167,6806,7440,39038,46101,11471,11519
28,1696,3733,6794,7655,39045,47441,12124,11720
28,1555,3849,6017,7489,45819,47559,10867,11996
28,1490,3870,5586,7368,43430,51469,11475,11948
27,1478,3829,6835,7413,42647,53983,11470,11336
28,1474,4068,6614,7485,38848,44588,11275,11813
29,1488,3770,6634,7361,39576,43906,11865,11816
27,1472,3886,5417,7634,48189,48877,11495,11997
28,1475,3992,5367,7569,40937,46963,10825,11340
28,1738,3799,6761,7504,40494,44800,11472,11697
27,1554,4067,5991,7620,42796,48540,11425,11649
27,1495,3792,5547,7341,39641,45498,11609,11592
28,1469,3872,6604,7554,39446,52406,12037,10989
28,1470,3997,6492,7520,43427,47291,13108,11782
28,1471,3931,5537,7519,39345,48117,12046,15616
29,1472,3772,6657,7540,39418,49830,11402,11633
27,1460,3994,6631,7586,43702,47773,12113,11941
28,1692,3797,6612,7606,39457,49047,11895,11658
30,1552,4038,5973,7590,39137,51197,11750,11495
28,1470,3852,6629,7382,43227,47271,12075,11532
30,1474,3781,6630,7585,38816,45082,11720,12502
27,1475,4097,6650,7548,41275,49706,11527,12028
28,1464,3694,6686,7503,43461,44668,11729,11725
28,1468,3865,6733,7396,39582,45109,11498,12867
28,1493,3967,6621,7531,44333,48547,12441,11358
29,1713,3708,6701,7684,39214,45576,12719,11825
28,1552,4093,6436,7450,39148,44009,12892,11737
28,1468,3812,6567,7600,44051,53296,12175,11683
30,1465,3872,6705,7599,39849,44782,12064,11332
28,1472,4047,6687,7524,39688,46604,14839,11498
27,1474,3882,6784,7595,43971,47884,11119,14137
28,1473,3752,6757,7594,43964,45226,11375,12262
28,1480,3956,6716,7706,42061,46621,11100,11842
29,1697,3806,5620,7414,43274,44915,11406,11575
30,1554,4006,6382,7473,38709,43913,11453,11297
27,1468,3802,6530,7758,39603,48711,11949,12046
28,1465,3742,5656,7584,43024,44680,10940,11372
28,1490,4135,6722,7526,38442,44002,11131,11496
27,1469,3802,5487,7464,39063,47168,11731,11977
28,1477,3874,6713,7778,43429,44953,11016,11750
28,1476,4004,6613,7526,39914,45316,11266,11613
28,1715,3735,6489,7466,39067,48098,11348,11675
27,1559,4079,6003,7472,42325,48395,11446,11655
29,1479,3756,6516,9987,40087,43837,10924,11905
27,1474,4030,5454,7437,43015,50287,20377,11858
27,1469,3930,6609,7390,39386,44769,14632,14986
28,1482,3837,6684,7712,38959,44363,11086,12529
28,1471,3735,6716,7478,42744,49372,10735,12347
28,1469,3968,5316,7948,41833,46634,11448,12019
28,1711,3825,6659,7355,40108,44592,11607,11517
28,1553,4001,6012,7502,44568,47471,11019,11933
27,1471,3866,5512,7439,42797,46941,11484,11679
28,1484,3755,5639,7307,40607,49415,11250,11570
28,1464,4006,6625,7799,46740,48387,11069,11798
28,1468,3763,5514,7367,43233,47794,11506,11295
28,1469,3903,6762,7671,40845,51381,11764,12762
28,1473,3914,5448,7669,42794,51952,11038,11285
28,1726,3739,6638,7525,42392,51287,11300,11568
28,1547,4030,6613,7609,40812,50948,11231,11319
29,1468,3728,6671,7566,43428,44348,13447,11929
27,1470,3859,6706,7557,38262,47963,14738,11499
27,1472,3977,5480,7582,40850,49147,11690,14001
28,1471,3932,6710,7648,43272,45075,11405,11449
28,1463,3787,6605,7629,38489,43902,11248,11441
28,1471,3817,6842,7484,44801,53210,11361,11622
27,1720,3811,6695,7582,41386,45264,11280,12075
30,1549,3923,5993,7538,41251,44740,11220,11607
28,1471,3810,6715,7424,43389,49146,11496,11746
28,1472,3670,6667,7523,40042,50279,11133,11815
29,1490,4044,6600,7585,40197,47620,11459,11309
28,1474,3618,6558,7523,42496,46899,12008,11366
28,1473,3825,5524,7603,39479,44192,10882,12255
28,1487,4026,5502,7650,39579,59216,11463,11311
28,1704,3833,6560,7607,44749,47561,13075,11331
27,1548,4058,5974,7558,43077,47817,11130,11852
29,1469,3739,6702,7552,42482,50484,14959,11799
29,1466,3775,6819,7647,41254,47438,11282,11392
29,1468,3950,6688,7546,41127,44283,11387,15547
28,1495,3839,6598,7867,38842,48480,11373,11528
28,1479,3749,6807,7502,42024,47054,11319,11868
28,1484,3909,6717,7577,39115,50193,10875,12132
28,1725,3880,6657,7563,41519,48689,11355,11948
29,1553,3982,6022,7460,43099,47441,11681,11633
27,1470,3850,6726,7614,40131,44505,11491,11997
28,1478,3846,5548,7591,44041,51404,11559,11283
29,1471,4139,6586,7490,42988,43569,12127,11758
28,1472,3726,6758,7537,39208,47434,11551,11625
29,1477,3769,6693,7448,42959,52049,14609,12937
27,1470,4133,5434,7618,41782,44099,11408,11499
28,1733,3759,6675,7719,40252,44529,11149,11832
29,1548,4130,6052,7482,45327,50582,11477,11645
29,1460,3810,6588,7493,42875,48042,14874,11625
29,1471,3802,6567,7646,40820,50488,11389,13916
28,1467,3957,5575,7668,43547,51316,11304,11403
30,1470,3906,6645,7634,39504,50197,11139,11085
28,1474,3792,6714,7474,39867,51577,11538,11868
29,1476,3950,6687,7642,44066,49164,11393,11301
28,1734,3905,6685,7565,39688,48462,11208,11416
27,1548,3989,6523,7477,38924,50667,11475,12035
27,1473,3902,6643,7493,43024,45583,11544,11412
28,1470,3733,6729,7602,39125,47844,11066,11187
27,1479,4099,6727,7600,40931,48764,12649,11528
28,1460,3743,6671,7636,42834,48478,11695,11289
28,1473,3729,6719,7487,38186,45642,11411,12010
28,1487,3994,6593,7387,43644,49299,10716,12069
28,1714,3811,6621,7610,39588,45472,11121,11598
28,1559,4070,5966,7621,39264,45101,10709,11555
28,1469,3803,6624,7455,42903,49918,15045,11793
28,1480,3875,5540,7467,39025,44324,11678,15226
27,1473,3904,6769,7420,39525,44797,11325,12071
28,1473,3821,5627,7423,45406,48878,10817,11517
29,1492,3773,6538,7682,44281,43860,10690,12024
30,1470,4008,6523,7624,42082,48343,11174,11438
28,1707,3694,6616,7407,44894,43826,10935,11704
30,1567,4032,5965,7392,43031,45094,11335,13074
28,1480,3783,6618,7411,43261,48653,13479,11496
28,1485,3812,6721,7533,44769,43994,11436,12055
28,1470,3970,6808,7711,38970,47250,11186,13785
29,1467,3775,6695,7677,44072,48325,11491,11198
29,1472,3768,6583,7446,43243,44018,10951,13157
28,1477,4087,6790,7611,39134,43832,11553,11811
28,1690,3710,6599,7478,38918,46611,11459,11314
29,1555,4130,5972,7454,43181,45159,15262,11551
28,1472,3783,6482,7349,39450,45449,11574,13767
28,1473,3923,6702,7542,39325,50198,11605,11433
28,1480,4018,5574,7596,43518,44995,10998,12138
30,1475,3789,5426,7582,39849,44641,11037,11221
29,1473,3800,5339,7567,41435,48323,11127,11389
28,1493,3995,6695,7583,39712,44762,12378,11537
28,1707,3853,5593,7589,38497,45224,14238,11484
28,1545,4011,6616,7437,42074,48590,11577,11061
28,1470,3820,6661,7579,38608,45470,11518,13339
27,1468,3751,6741,7499,40954,53839,11281,11393
28,1477,4079,6655,7525,41732,44260,11166,11290
29,1465,3594,5547,7513,38262,45160,11662,11833
28,1490,3741,6609,7563,39463,47613,11260,11322
27,1474,4046,6534,7520,44763,44937,11588,11441
28,1705,3802,6600,7597,40844,44716,11212,12039
28,1549,4010,6039,7585,38413,49299,14706,11223
27,1474,3779,6708,7638,42738,43594,11740,15818
28,1476,3886,6574,7485,40500,44530,11489,11615
27,1477,3990,6617,7602,38928,48889,11136,11465
28,1490,3784,6610,7655,41938,44902,11270,11564
28,1472,3820,6607,7716,38964,46450,12381,11700
29,1475,4040,6605,7589,40432,53649,11370,11779
28,1713,3870,6669,7491,43053,48953,11252,12991
28,1563,3976,5961,7531,38634,46387,11301,11707
28,1465,3935,6609,7398,43698,57205,11529,11426
29,1468,3794,6561,7331,159463,49866,12235,11308
30,1476,4104,5430,7324,40280,48022,11430,11950
28,1497,3724,6652,7448,43812,52867,11364,11551
28,1466,3825,6667,7593,42520,49161,11211,12300
27,1488,4065,6593,7555,41176,54616,11315,11513
28,1704,3726,5518,7627,42291,48746,15252,11239
28,1549,4132,6587,7426,40729,49947,11307,13490
27,1471,3715,6692,7572,40553,51926,11257,11794
29,1466,3879,5545,7621,44065,44403,11880,11444
28,1467,3990,6675,7392,42496,50877,13227,12022
29,1472,3751,6761,7711,39070,52371,11081,11760
29,1479,3868,5490,7497,43183,47330,11772,13644
29,1473,3965,6729,7477,39644,44409,11265,11817
28,1724,3851,6590,7486,39399,50760,11017,12094
29,1547,3938,6050,7549,42155,52745,11449,11092
28,1479,3932,6779,7587,39162,48754,11557,11781
30,1469,3793,6588,7536,39432,50422,11770,11789
29,1468,4068,6731,7635,43846,44697,11662,10989
29,1461,3766,6764,7467,39152,48558,11548,11286
28,1465,3777,6670,7837,42911,50884,11248,12286
28,1472,4063,6578,7610,39301,44517,11249,11617
30,1708,3750,5495,7701,41555,43949,14221,11416
27,1547,4070,6542,7718,43007,49953,11279,15702
28,1462,3732,6686,7549,39978,48768,14564,11181
28,1462,3844,6723,7666,39402,50233,11815,11720
27,1478,3961,6707,7531,45162,44325,11205,13031
28,1469,3844,6621,7446,42451,44215,11056,11563
28,1510,3897,5533,7549,44181,48474,11033,11472
28,1474,4039,6663,7626,46703,47804,10875,11924
27,1710,3674,6682,7691,42162,49326,11368,11570
27,1558,3832,6161,7550,40931,50953,11144,12302
28,1470,3926,6574,7617,43655,49574,11184,11878
28,1467,3778,5585,7528,38578,46982,11822,11416
28,1473,3955,6736,7481,41196,51550,11145,11441
27,1474,3862,6645,7407,43846,46031,11132,11492
28,1480,3625,6705,7709,38989,50501,11276,12618
27,1467,4109,6715,7487,39021,48043,11176,11231
27,1706,3749,5587,7514,43650,44146,16049,11460
28,1576,4051,6344,7509,39321,45027,11019,13763
28,1463,3778,6644,7524,41723,49806,11663,13091
28,1469,3780,6652,7595,39409,44074,11249,11472
28,1478,4067,6587,7589,39509,44982,11275,11624
28,1469,3813,6538,7463,43140,47104,11266,11305
28,1475,3872,6593,7592,41722,46524,10953,12198
29,1467,3980,6575,7747,40315,51578,11257,12147
28,1717,3814,5498,7506,40810,45322,11252,11543
28,1548,3971,6532,7736,39279,44417,11383,11120
28,1482,3859,5403,7783,41658,50145,11730,11762
28,1464,3809,5620,7680,45360,47746,11472,11736
29,1473,3926,6668,7641,43684,45920,10694,11552
27,1465,3844,6707,7486,41870,47663,11713,11669
28,1475,3767,6767,7569,43828,45372,13445,11804
28,1470,4096,6713,7633,40015,45762,14469,11486
28,1715,3732,6610,7469,38821,50851,11345,16667
27,1558,4072,5988,7521,43747,47999,11801,11307
28,1466,3744,5547,7519,40815,50152,11253,11774
28,1467,3748,6569,7580,39694,48692,11250,11838
27,1468,4047,6654,7558,42741,45512,11410,11342
28,1476,3614,6725,7603,39132,44508,11615,11774
28,1470,3827,6803,7549,44282,52214,11832,11680
28,1462,4051,6690,7531,39548,44245,11226,12128
28,1697,3872,5524,7654,38951,45441,11168,11713
28,1546,4009,6179,7630,43603,48069,11522,11733
28,1472,3830,6688,7611,40498,44128,11819,11284
28,1489,3756,6615,7478,39215,47726,10801,11816
28,1473,4011,6741,7587,42706,44085,14141,11958
28,1461,3881,6710,7559,38412,44654,11256,11522
27,1470,3805,6647,7516,40368,48602,11410,14565
28,1468,4033,6643,7551,43696,44616,14617,11256
29,1718,3751,6597,7693,39469,44957,11413,13738
28,1560,4092,5938,7514,40282,47805,10699,11932
30,1487,3707,6680,7626,45094,44892,11487,11718
28,1465,3764,6651,7393,38636,44873,11174,11381
28,1465,4082,6634,7557,40618,48737,11734,11553
29,1475,3777,6562,7587,43520,48328,11233,11442
30,1466,3809,6693,7593,40946,44592,11427,11440
29,1474,3994,6604,7594,39528,47770,11097,11709
28,1740,3814,6619,7378,42613,44905,10919,11349
27,1547,4007,5958,7624,39473,44860,11891,11373
29,1474,3903,5471,7432,43948,50285,12924,11729
29,1457,3732,6686,7627,39089,45854,11313,11279
28,1473,3995,6768,7504,39547,44925,11352,12606
29,1468,3869,6637,7624,44555,47371,11960,11416
28,1470,3723,6742,7394,41141,43651,14108,11809
28,1468,4132,6581,7600,38999,49930,11032,11171
29,1731,3795,6660,7659,44453,45633,11759,15519
29,1552,4139,5977,7559,42386,43790,12445,11427
28,1470,3781,6664,7451,41118,46290,12202,11353
28,1472,3791,6515,7599,45116,46020,11631,13933
28,1471,4088,6783,7504,39192,47485,11935,14352
27,1475,3726,6666,7574,39944,50771,11817,13000
29,1472,3858,6447,7645,44590,44593,11331,111782
28,1472,3975,5379,7500,39008,50102,11645,12629
29,1700,3869,5591,7539,39044,51899,13193,12431
29,1571,3999,6026,7706,43242,44393,10902,11969
28,1461,3878,5368,7592,41932,43792,11741,13526
27,1470,3806,6697,7662,38499,49620,11941,11319
28,1467,3958,6674,7703,43532,44655,11199,12138
27,1475,3832,6682,7646,38544,43733,12254,11185
28,1473,3749,6685,7515,45157,47448,15043,13092
28,1471,4114,6714,7550,39184,46149,11433,13642
28,1691,3768,6742,7425,40194,44486,11009,11594
28,1546,4102,6317,7398,47089,48298,11208,11692
29,1466,3751,6637,7582,41224,44559,11572,11790
29,1467,3650,6724,7495,43614,52914,11448,11688
28,1462,4008,6726,7449,43716,45162,11707,11378
28,1467,3752,6666,7457,44706,45054,11495,11751
28,1462,3863,6764,7601,41756,50363,15239,11488
28,1470,3983,5607,7818,43070,49600,11572,11238
28,1713,3799,6740,7456,41174,48501,1520066,13148
28,1556,3901,6624,7432,40830,48623,12360,11346
28,1468,3807,6578,7510,47184,47040,11188,11330
28,1464,3843,6720,7750,42551,45742,11009,11395
27,1472,4004,9709,7579,45084,49246,10880,11659
28,1484,3811,5725,7561,47241,45116,11822,11472
29,1470,3825,5545,7467,46890,44830,11215,12039
28,1470,4082,6384,7343,42651,47869,11370,14626
28,1693,3799,6479,7448,42724,45675,11154,11605
28,1561,3997,6301,7493,40863,46811,11201,12055
28,1464,3724,6391,7704,44507,54071,15523,11694
28,1464,3744,6393,7693,40399,45037,11129,11346
28,1467,4040,6349,7639,42621,44916,11158,11922
28,1468,3712,6397,7507,46235,48452,11610,11255
29,1464,3816,6298,7546,44381,43963,11729,15055
28,1464,3994,6293,7367,43005,48410,11180,11938
28,1712,3900,6403,7539,45457,47229,11026,11350
28,1549,3989,6208,7647,40696,49441,11519,11312
29,1473,3757,6276,7672,42726,51093,11313,11591
27,1465,3873,6341,7490,44063,44451,11310,11240
28,1460,3810,6306,7316,39620,45556,11373,11644
28,1473,3852,5601,7424,38962,49519,11142,11724
29,1483,3766,5470,7577,42790,44557,11315,15629
28,1471,4059,6354,7594,42613,45158,11091,11761
29,1714,3761,6355,7562,43082,46324,10701,12051
27,1563,3949,5785,7735,44118,48808,11243,11536
27,1462,3907,6281,7577,39428,44632,14917,10754
28,1470,3774,5480,7531,39520,48101,11379,11375
28,1471,4116,5600,7674,43489,44768,11029,13117
28,1472,3762,5521,7651,39015,45062,11086,11186
29,1480,3859,6335,7597,43283,49074,11399,12167
28,1472,4008,6260,7409,42131,42749,11009,11646
28,1701,3889,6863,7471,40718,44521,11112,11467
28,1558,3972,6590,7542,44349,48194,11226,11374
29,1468,3772,6830,7819,40268,44669,11651,11749
29,1482,3885,6650,7618,40916,48408,11442,11930
27,1473,3957,6538,7799,48074,45168,11096,11511
28,1468,3775,6619,7353,42131,44678,12206,11415
28,1455,3825,6327,7456,42600,48025,11599,15210
29,1464,4078,6590,7590,45316,44533,11060,11676
27,1708,3736,6691,7507,39854,47797,11733,11784
29,1555,3959,5984,7693,41881,47221,15048,11103
28,1464,3847,6620,7476,43234,44915,11070,13453
29,1488,3792,6803,7480,38790,44686,11275,11369
28,1470,3910,6647,7530,40195,50603,11478,11799
27,1468,3717,6760,7687,45122,43594,11136,11575
28,1474,3843,6709,7555,39650,44230,11334,11609
28,1466,4031,5502,7566,39917,47609,11463,11463
28,1711,3940,6582,7700,43649,46746,10946,11599
29,1550,3817,6073,7548,40972,43122,11268,11772
28,1465,3717,6624,7496,43606,48145,11636,11201
28,1467,3909,6711,7525,40115,45299,11227,11330
30,1475,3978,6692,7490,38936,45371,11388,11549
28,1475,3896,6570,7595,44536,48139,11217,11342
28,1469,3765,6701,7613,41834,44581,11150,16485
28,1464,4116,5446,7619,42567,51265,11327,11458
29,1731,3748,5435,7587,43251,43474,11689,13709
27,1563,3983,6022,7601,42139,44610,14705,11657
28,1475,3799,5454,7566,41896,47483,11361,11593
28,1491,3786,6838,7417,43865,43854,11464,11994
28,1466,4092,6785,7724,39254,44252,10898,11145
28,1481,3747,6597,7510,40884,47328,11399,11429
28,1475,3881,6661,7546,42985,43804,11670,11843
27,1470,3930,5445,7452,41372,44261,11423,12044
29,1714,3724,5400,7573,42438,46779,11165,11814
29,1572,4071,6050,7551,45116,43643,11561,12059
28,1725,3827,6674,7507,39852,44701,11579,11526
28,1477,3944,6601,7661,39035,48842,11615,11538
27,1474,3955,6587,7530,43229,45003,11325,11213
29,1473,3865,6565,7742,41823,44108,12154,13544
28,1476,3815,6662,7462,43300,53967,11331,13569
29,1474,4109,6744,7369,44806,47273,11343,11544
28,1716,3766,6694,7412,39123,45519,11120,12543
28,1547,4009,5994,7547,44913,52908,14815,11703
28,1488,3844,6603,7540,39219,47463,11576,11939
27,1466,3780,6606,7548,39812,50335,11446,12958
27,1468,4071,6661,7638,43613,44397,11161,11814
28,1470,3784,6608,7425,40602,45832,11888,12814
29,1475,3906,6653,7356,39386,53405,10995,11829
28,1468,3999,6671,7643,44470,44149,11410,12881
28,1713,3751,6596,7480,40259,44346,11333,11532
28,1549,4071,5944,7699,40157,47878,11729,12475
29,1490,3670,6613,7637,41935,45829,11543,12206
27,1472,3734,5479,7725,38377,44346,11631,12250
28,1469,3979,6669,7836,38490,47606,11444,15167
28,1484,3852,6633,7652,45111,47949,11302,15712
28,1474,3797,6686,7611,39447,44858,11207,12266
28,1471,4114,6635,7448,39409,48322,11034,11707
29,1696,3751,5518,7528,44943,44203,14605,11761
27,1554,3977,6563,7438,45445,43406,11670,11576
28,1464,3846,6543,7371,44067,52365,11203,11472
28,1479,3750,6623,8786,39587,48696,11186,11254
29,1468,4116,6721,7711,40275,44998,11425,11293
28,1468,3767,5189,7563,43155,51023,11589,11744
28,1479,3732,6801,7813,39363,49247,11604,11829
28,1472,3995,6658,7449,38980,47216,11507,11515
28,1727,3744,6568,7627,43482,50525,11238,11415
28,1561,4109,6620,7611,39462,47273,11105,11451
30,1472,3783,6764,7472,39379,52438,11581,13213
28,1478,3891,5603,7610,43753,43727,11481,11297
27,1484,4028,6729,7547,39288,47048,11659,13764
28,1468,3871,6790,7478,39880,46785,12524,11627
28,1474,3791,6646,7686,43356,48844,10917,11962
28,1494,4025,6567,7605,39759,44161,11483,12018
28,1692,3657,6646,7599,38811,47834,15231,11399
28,1546,4008,5996,7516,42676,43666,11467,11904
27,1491,3867,6688,7568,40122,46553,11237,11641
28,1475,3791,6628,7748,38365,48122,11263,12145
30,1492,4141,6674,7624,43644,45650,10988,12036
28,1477,3713,6634,7575,39096,45012,11718,11863
27,1495,3847,6807,7616,42442,54736,11165,12540
28,1472,4042,6564,7408,38599,47036,10906,11511
29,1713,3808,6705,7756,39168,44121,11281,13289
29,1567,4024,5955,7627,41516,49814,11087,11943
28,1468,3777,6681,7646,39728,48598,11932,11875
28,1480,3904,6676,7608,39207,49363,11199,12202
28,1473,3978,6607,7550,43676,47257,11311,15335
29,1470,3795,5615,7423,38926,46490,11502,11669
27,1470,3802,6638,7652,40102,48581,11168,12454
28,1479,4016,5466,7415,43183,46539,11286,11435
28,1690,3851,6815,7386,39529,46125,14550,11526
28,1556,4009,6032,7623,38709,52321,11474,11418
28,1490,3844,6648,7616,42743,45063,11851,11279
28,1468,3766,6603,7607,39770,45035,13243,12119
28,1488,4068,5555,7531,39526,49320,11546,11732
27,1477,3734,5605,7555,42707,43825,12159,11441
27,1484,3902,6704,7641,39106,48039,11119,14041
27,1465,3986,5512,7557,39315,51675,11243,11381
27,1739,3774,6770,7383,43020,44316,10939,11741
28,1560,4075,6021,7611,38754,43713,11740,11777
28,1460,3751,6626,7461,42872,51595,11699,11740
28,1476,3857,6680,7430,39403,44866,11146,13880
27,1473,3934,5697,7353,40100,44307,11144,11825
28,1473,3892,5425,7590,44410,48352,12058,11899
28,1464,3786,6737,7535,38915,44144,14772,11672
27,1476,3947,5448,7504,40033,48235,36504,11879
28,1685,3947,6701,7521,42236,44016,17453,11993
27,1553,3913,6647,7579,38845,45332,17719,11213
28,1483,3861,6732,7551,40180,46585,20721,11663
29,1484,3752,6648,7523,44216,45120,29319,11442
28,1467,4158,6724,7451,39519,44766,22115,13170
27,1466,3756,6676,7454,39898,47645,31138,11114
28,1472,3824,5472,7558,44243,43999,22073,11615
29,1468,3965,6690,7578,38497,45250,20001,11535
27,1696,3748,5377,7720,39278,48262,24308,12573
27,1563,4005,6048,7461,42834,47900,22255,11747
27,1472,3702,5436,7491,39022,45098,19828,11565
30,1470,3841,6725,7357,39015,49847,22316,15325
28,1475,3969,6734,7319,43213,44994,20169,11526
28,1487,3929,6643,7519,39211,44034,21674,12179
28,1478,3709,6643,7553,42921,46408,20236,12541
27,1469,3902,6764,7519,38925,46522,23355,11286
27,1714,3875,6701,7621,39434,43523,16689,11039
29,1586,3964,6672,7551,44534,48313,19393,12230
28,1470,3845,6722,7292,40200,44054,18346,13434
29,1474,3711,5541,7499,39733,45782,18544,11329
28,1487,4088,6632,7659,43271,47696,16474,11648
28,1468,3729,6624,7541,39089,44146,17644,11593
28,1472,3821,6760,7768,38137,46291,17307,12197
28,1476,3943,5401,7732,43151,46083,18357,11371
28,1709,3735,5647,7546,39228,47409,17393,11210
28,1550,4048,6006,7660,38902,46639,16657,11136
29,1467,3752,5504,7417,43327,43983,15932,14028
28,1465,3889,5573,7540,39383,45415,17927,11095
28,1467,3962,6683,7516,41056,47976,17774,13178
28,1461,3919,6718,7469,45549,45918,20229,12304
29,1486,3738,6694,7503,40102,44410,18603,12085
28,1479,3968,6709,7700,39271,51186,17978,11894
27,1699,3912,6729,7448,44977,47707,17495,13458
28,1556,3952,6022,7473,38734,44538,16571,12028
27,1469,3720,6826,7681,42515,51134,16945,11606
27,1475,3764,6709,7518,40454,48221,17293,12015
28,1460,4091,5540,7666,40749,48307,17127,12093
28,1475,3756,6683,7686,45428,49213,17385,11849
27,1464,3780,6631,7587,39431,44696,17118,12868
27,1473,3996,6755,7597,38759,54155,17103,12408
27,1693,3579,5502,7492,45848,47853,16862,12628
28,1548,4003,6161,7739,41374,45408,17240,14040
27,1471,3774,6605,7766,44582,48762,17494,15873
28,1494,3859,6691,7682,44356,46750,18697,13189
27,1472,3973,6535,7605,40732,45122,16067,12211
27,1471,3830,6721,7693,40058,48652,16241,12164
28,1476,3747,6601,7686,43816,44554,19796,13470
28,1481,3947,5452,7662,38852,48259,16255,12364
27,1688,3822,6649,7453,44675,50485,16811,11909
27,1552,3997,6603,7454,44889,44176,17066,11707
27,1462,3854,6755,7727,39126,44220,16635,11986
28,1479,3743,6668,7487,38495,52548,17763,11954
28,1467,4101,6648,7414,44973,46446,17520,11214
27,1469,3832,6591,7378,39332,49508,18663,11448
28,1475,3588,6666,7594,43091,52477,16581,11978
27,1479,3969,6762,7443,38213,46844,16077,11418
28,1722,3780,6599,7491,40799,43226,16191,12465
28,1552,4088,6446,7448,44837,48444,18834,13270
28,1462,3768,6602,7389,40673,43612,17406,11293
28,1489,3907,6698,7493,39452,51759,17203,11461
28,1472,3919,6799,7646,43172,43980,16745,11152
28,1477,3737,6595,7416,38747,44922,20206,11757
27,1466,3874,6617,7679,39174,49745,19076,11628
27,1471,4030,6527,7606,43528,45587,18164,12022
28,1694,3865,6614,7707,39463,43148,18077,11700
28,1543,3954,6512,7762,39269,47715,16467,11543
27,1470,3902,5615,7537,43565,43386,16238,12517
27,1486,3791,5509,7616,38687,49462,17428,11317
28,1471,4103,6627,7613,39094,48953,17024,11677
28,1471,3749,6557,7586,43065,47021,16636,11829
27,1484,3735,6624,7472,39103,43325,17300,11682
28,1466,3973,6623,7461,39053,49028,17558,11598
28,1702,3842,5630,7720,43232,44495,16797,12244
28,1551,3931,6612,7733,38754,45169,15917,15432
28,1464,3739,6695,7637,43647,48155,16366,11887
28,1474,3852,6521,7579,39122,47039,16369,11341
28,1466,3946,6586,7750,37992,43997,17451,11577
27,1469,3791,5643,7399,43334,48090,20498,11623
29,1462,3893,6636,7556,42318,43659,16801,12359
27,1469,3978,6489,7604,41288,46006,17674,11370
29,1708,3892,5509,7506,45998,47325,16499,12067
27,1552,4016,6624,7565,43130,44786,18089,11488
28,1463,3922,6595,7532,43206,46399,17472,11545
27,1474,3724,6678,7517,46431,47007,18079,11302
28,1492,3962,6611,7525,44908,49731,17183,11328
28,1471,3802,6456,7673,46773,49653,19370,11661
27,1475,3778,6780,7540,46754,249051,16923,12044
29,1475,4057,6596,7550,43512,48303,16520,11535
28,1727,3862,6578,7576,40028,50722,18139,14557
28,1555,3996,6513,7596,45112,51217,16933,11859
27,1478,3766,6758,7357,39217,46777,17069,11797
28,1464,3946,6719,7861,38425,51688,17269,11114
29,1477,3847,6541,7618,43190,49356,17348,11646
28,1487,3794,6734,7591,40795,49477,20061,11492
30,1468,3788,6699,7733,42540,49524,19178,11988
27,1470,3984,6536,7566,40144,43346,15779,12588
27,1708,3839,5492,7646,38847,44263,17017,11435
27,1552,3993,6104,7337,44727,49889,19040,11863
