noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
28,1479,4012,6683,7830,41905,51743,12341,14669
27,1488,3908,6760,7544,42187,44884,12830,17877
28,1474,3790,6696,7561,46113,44535,13028,11355
28,1476,4098,6680,7420,38604,48055,16257,11362
27,1721,3630,5585,7525,40054,48218,12294,10692
28,1563,4111,6566,7580,46535,44048,14456,14818
28,1483,3836,6730,7650,40235,47752,12344,10890
27,1496,3808,6614,7507,40705,44533,12721,11013
29,1475,4143,5604,7655,45310,48058,12191,11764
28,1480,3762,6768,7562,40140,137239,11145,13246
28,1482,3917,6774,7606,38590,45199,12944,11497
27,1504,3977,5534,7567,45543,48467,10912,11550
28,1695,3904,5662,7776,39265,52789,14874,11192
27,1552,3946,6020,7494,45877,46796,12506,17710
28,1475,3806,6720,7615,41437,51099,12546,11104
30,1483,3694,6718,7457,40523,45494,12325,16472
28,1481,4032,5524,7579,45774,46107,12091,11418
29,1481,3865,5597,7456,41738,51846,12896,15169
29,1478,3763,6546,7526,40736,44452,12669,10708
29,1489,4120,6685,7316,42881,44150,12470,10964
28,1720,3790,5514,7584,41870,48068,12291,11018
29,1559,4156,6721,7725,39187,44099,15852,13643
29,1473,3794,6615,7711,43702,46966,15969,10623
29,1483,3769,6839,7472,41374,47135,12965,11037
28,1478,4078,6599,7381,38925,44640,13925,10594
29,1479,3808,6636,7518,42902,44209,13232,14415
28,1481,3890,6715,7729,41452,48707,12703,10964
29,1472,3985,6673,7602,38977,45587,10800,11168
28,1718,3902,5471,7478,43279,46335,17023,10813
28,1564,3955,6074,7557,41732,51511,10945,17058
29,1479,3753,6837,7437,39348,47697,14164,12272
28,1471,3961,5246,7742,43664,45798,12138,14676
29,1475,3992,5525,7525,40740,54083,12004,11753
29,1472,3847,5548,7480,42827,47402,15811,14738
27,1486,3823,6724,7603,39312,49827,12120,11349
28,1484,4099,6749,7472,40689,47240,12590,11521
29,1701,3811,6712,7443,44898,53153,13365,10927
27,1553,4125,5991,7550,39163,52439,14195,14074
28,1482,3794,6748,7486,42324,48170,12266,11115
28,1474,3753,6753,7412,42379,47546,11739,10667
28,1473,4097,6695,7577,41790,52437,16038,11717
28,1482,3784,6770,7579,41649,45484,11724,19753
28,1481,3959,6739,7373,42915,45928,12115,10820
29,1474,3928,6642,7489,39262,48466,12451,13817
27,1720,3899,5627,7472,41368,45170,12359,10933
29,1577,4077,6663,7576,44191,43575,10706,13814
28,1494,3746,6700,7412,40029,48204,13936,14523
27,1483,3806,6767,7583,40229,46385,10942,11596
27,1492,4028,6628,7477,42922,45783,12982,11240
28,1480,3906,5518,7534,40182,48988,11905,13533
27,1475,3755,5419,7611,42064,45931,13578,10895
29,1490,4077,6687,7488,42856,43893,12376,10830
28,1718,3827,5615,7436,39030,56710,11911,11056
28,1559,4064,5990,7588,46423,47390,15034,14149
28,1470,3826,6744,7584,39316,47457,11812,10659
28,1510,3803,6753,7602,39210,45185,12722,11474
27,1478,4085,6593,7678,44845,48435,12389,11520
27,1478,3792,5464,7460,38738,50312,15043,17165
28,1475,3893,5383,7588,38650,44310,11615,10840
27,1478,3947,5616,7583,44465,46320,15430,11726
28,1694,3936,5562,7470,39666,50486,13182,10944
28,1563,3942,5999,7558,38058,44204,16134,14540
29,1470,3763,6725,7702,45753,48209,12441,15566
29,1497,3845,6679,7455,39330,49243,10575,11850
28,1482,4042,6666,7529,39024,46304,20328,11346
29,1477,3845,5461,7523,45132,44662,14011,15604
27,1479,3720,5552,7435,39119,49375,12468,10919
27,1480,4103,5531,7575,40075,45958,15762,10893
29,1719,3753,6703,7557,45898,44766,12759,10986
27,1553,4032,5987,7354,39427,49271,13679,18254
29,1472,3752,5534,7523,39352,46963,11351,11308
27,1476,3767,6642,7525,44421,44344,15750,14315
28,1476,3991,6532,7634,39491,50336,11910,12669
29,1476,3751,6670,7615,43028,44711,12280,15048
29,1479,3815,6614,7570,40205,47563,12393,12011
28,1483,4046,6870,7407,39674,43914,15375,11043
27,1736,3840,6757,7663,42395,44063,12302,10707
29,1561,3991,6037,7498,43702,49628,15352,17763
28,1463,3616,6765,7476,39778,44715,11537,10865
30,1480,3865,5362,7400,44837,44294,15898,10713
27,1485,3993,5479,7620,44870,48289,13867,11481
28,1490,3654,6660,7369,43358,45152,10099,15219
28,1485,3751,6694,7466,45723,46588,12467,11324
28,1482,4094,6682,7727,41561,47167,10435,11321
27,1716,3763,6625,7565,41876,44653,12245,11197
29,1561,3956,5920,7572,44981,44751,17628,15794
27,1476,3798,6620,7739,41002,51918,11233,11363
28,1481,3733,6649,7476,40336,46337,11808,11025
28,1474,4080,5546,7634,42977,44396,12452,10693
28,1475,3820,5366,7699,41168,49645,15568,15265
28,1492,3909,6707,7617,38761,47798,11600,11586
28,1484,4023,6688,7582,44261,43531,12164,11105
27,1713,3890,5581,7644,43530,51795,12820,11045
29,1568,3972,6025,7541,42709,42572,16230,18852
28,1471,3801,6587,7472,43042,50716,12289,10735
27,1478,3781,5563,7647,42511,48428,19240,11180
27,1488,3964,6552,7624,42673,47913,13110,10742
28,1474,3797,6707,7412,43321,51538,16865,18400
28,1483,3724,5311,7560,40402,43008,11791,11282
30,1481,4103,5636,7718,45191,43375,10622,13439
28,1747,3773,5406,7442,39714,47817,18506,11402
28,1560,4024,6052,7426,42726,45599,12769,26961
27,1494,3793,5659,7626,45605,48429,11691,69121
29,1474,3720,6700,7721,40290,46401,15867,18592
27,1474,4008,5563,7413,42320,43748,12010,18084
28,1474,3798,6795,7607,43690,43051,11777,16140
29,1500,3855,5549,7711,39498,47834,12049,20216
28,1480,3942,6658,7472,43019,44915,14315,19033
29,1725,3846,6706,7500,43334,43374,13291,19378
28,1563,4077,6039,7516,38632,47244,12284,16710
28,1481,3742,6628,7754,41498,44523,12263,17644
29,1478,3830,6627,7352,47556,44159,15996,17042
29,1486,3949,6724,7506,38591,50268,17325,15344
28,1471,3799,6602,7406,44687,43981,12373,20870
28,1477,3783,5509,7728,39007,48362,15900,17221
27,1479,4095,6748,7632,40738,42969,12802,17100
28,1692,3776,6695,7427,44153,43588,13401,16490
28,1581,3923,5992,7490,39636,50025,12563,16864
28,1473,3865,6716,7508,40240,44233,13711,16270
28,1482,3697,5416,7690,45615,46717,12966,16888
28,1480,4090,6632,7615,39370,47787,13217,15955
28,1478,3770,5450,7378,38969,43428,12743,15978
28,1476,3884,5368,7677,44334,46040,10425,16298
28,1479,3974,5517,7676,38803,53543,13097,16008
28,1746,3903,6703,7451,38437,47137,10773,19384
28,1559,3992,5982,7543,44625,44828,14254,17459
28,1480,3722,6635,7514,38964,48538,12840,17783
28,1481,3805,6664,9273,38819,49648,13146,18952
27,1488,4004,5553,7696,45216,46087,12801,16753
28,1501,3883,6760,7348,38890,55314,11515,17135
27,1480,3766,5500,7556,39972,50203,11953,18062
28,1483,4106,6833,7581,45037,48705,11956,17233
29,1741,3751,6685,7653,40314,52109,16066,15780
29,1552,3962,5967,7642,41824,49031,12820,16624
27,1488,3845,6821,7653,41283,50615,12898,16732
28,1476,3748,5367,7393,39266,49173,12483,17295
29,1474,4050,6696,7610,42971,48142,12461,17748
27,1484,3777,5402,7646,41128,50558,12450,19047
28,1472,3849,6611,7641,41682,47113,12564,16983
28,1487,3960,6851,7801,44701,47814,12540,21186
29,1719,3887,6748,7641,42397,50576,10348,17154
28,1549,3980,6540,7607,40317,43993,13795,18173
29,1499,3606,6770,7727,46948,47909,11553,18752
27,1475,3889,5420,7439,46841,48539,13169,19295
29,1473,3934,5506,7520,41912,44200,11805,15940
28,1472,3851,6602,7392,44302,43244,12019,19216
28,1474,3732,6675,7478,45561,46615,13574,16798
27,1469,4054,6681,7558,42020,48109,12305,17568
27,1722,3852,5553,7660,45200,43458,11907,17334
27,1555,3976,6607,7445,44645,48348,12130,16467
28,1482,3848,6650,7715,40960,44235,13005,16535
28,1482,3767,6690,7454,42120,47409,16473,17046
27,1476,4080,5304,7420,41290,50958,13990,17751
28,1487,3816,6755,7473,44019,43685,11770,16880
28,1483,3890,5625,7535,40521,48004,12346,15847
28,1478,3850,6717,7423,41278,45131,11890,21805
28,1719,3767,6830,7439,43798,44441,12672,16396
28,1551,4067,5966,7496,42573,50030,12843,18049
29,1483,3759,6660,7674,44301,44535,11271,17507
30,1481,3777,6804,7508,44158,45491,12447,16794
27,1482,3975,6766,7593,40664,48593,10945,19052
29,1477,3828,6788,7675,43672,44333,12824,18428
28,1494,3781,6598,7441,46016,46617,12194,16631
27,1476,4088,5587,7527,39451,49814,12161,18188
28,1719,3849,6663,7636,41620,44403,13104,18211
28,1561,3953,6314,7680,42558,43868,12987,15841
27,1479,3895,6516,7492,43177,48825,12356,17833
28,1485,3763,6487,7599,45190,49253,11814,16423
28,1476,4071,6582,7693,44005,44182,12171,18081
29,1486,3774,6587,7488,39309,50949,13354,19003
27,1491,3830,6613,7549,42326,42773,15384,18302
27,1484,3981,6526,7617,42557,45316,12341,16167
28,1719,3719,6570,7449,39019,50122,12715,16093
28,1560,4049,6123,7546,44621,43176,12307,16034
28,1488,3801,6650,7630,41222,46577,11515,16164
27,1491,3878,5304,7670,41422,45384,12328,16805
28,1498,4019,5395,7393,46573,45141,10403,16174
28,1473,3908,6704,7566,40325,48957,12604,16141
28,1484,3801,5419,7637,40057,44271,11259,16676
29,1484,4095,5565,7644,46902,45636,12917,16288
27,1719,3757,5441,7527,41789,49015,12317,17745
28,1560,3981,6614,7509,42652,44981,12713,14957
28,1484,3781,6747,7476,48848,46744,12384,16531
28,1476,3726,6756,7573,42951,51696,13029,17406
28,1476,4111,6669,7505,42205,46968,12756,15827
27,1472,3739,5624,7493,46189,45687,12761,15437
28,1479,3948,6699,7376,39890,48940,11701,16564
28,1473,4026,5547,7862,38877,46410,12428,16245
28,1732,3776,6665,7507,45531,44828,15563,18445
28,1568,4129,6661,7450,39325,48474,12638,16353
28,1476,3767,6527,7679,39684,44583,12464,15960
28,1477,3812,6742,7567,45496,44086,13021,16199
28,1489,3976,6762,7670,39496,50979,12794,16651
28,1487,3856,6599,7555,39432,44397,12286,16104
27,1498,3799,6705,7491,45997,46839,10378,15445
28,1479,4091,6709,7618,39233,44436,12847,16861
28,1718,3742,5290,7459,43163,47584,10970,17611
28,1562,4016,6561,7590,41280,50103,14032,17808
29,1474,3849,5391,7536,40488,43467,12147,15148
27,1477,3791,6652,7535,43483,44853,12512,18898
28,1482,4075,6640,7599,41951,50130,13807,17529
27,1474,3796,6608,7539,38991,47060,12866,16216
28,1476,3831,6620,7358,42993,49486,13337,15694
28,1479,4044,6687,7425,40626,49496,12314,16179
28,1698,3749,6699,7416,39097,50399,12209,16565
28,1555,4074,6581,7458,43481,49465,12550,16499
28,1475,3815,6599,7696,41053,53818,11525,16282
28,1476,3804,6726,7486,38605,49684,14697,16954
28,1492,4004,6731,7500,43076,48525,13065,16085
28,1472,3892,5441,7502,43360,51420,12016,16808
28,1480,3799,6738,7613,39864,49404,11712,14865
28,1486,4082,5557,7439,42477,49031,12369,17180
28,1723,3757,6692,7467,41187,53672,10652,16296
29,1560,3893,6011,7589,40968,52586,13460,14964
27,1471,3771,6623,7387,43454,52412,10551,15497
28,1478,3782,6797,7491,47148,45437,15930,16466
28,1492,4064,6559,7614,43790,49493,12175,14765
27,1482,3714,6797,7450,43801,51753,12776,18092
27,1494,3887,6557,7726,43005,48895,12008,15639
27,1462,3946,6549,7544,44174,48842,12243,15899
28,1714,3814,6737,7613,43327,50017,13371,14706
27,1553,4068,6010,7416,45491,45459,12709,16114
28,1477,3806,6627,7670,44898,51679,11898,18040
28,1481,3838,6589,7441,38538,49545,11997,15393
28,1468,3852,6730,7680,40943,45650,12468,16540
27,1474,3906,5573,7373,45231,44206,16334,22922
29,1476,3791,6708,7396,38864,50143,11588,16496
29,1475,3910,6680,7372,40998,46056,12545,16476
27,1705,3887,6685,7543,45041,44339,11969,14418
29,1551,3942,6630,7508,39630,47013,13307,16808
28,1497,3841,6731,7512,41337,46475,11039,16489
27,1492,3749,6733,7810,43224,44371,12764,16385
28,1468,4106,5537,7628,39260,50322,11109,23511
28,1476,3756,5507,7408,45751,44490,12468,17032
28,1480,3952,6723,7629,38988,47705,12301,15547
28,1470,3962,6721,7623,40794,46316,12237,16927
29,1704,3747,5541,7412,46065,47625,12362,16626
28,1548,4072,6004,7391,39901,51336,12321,16276
30,1470,3819,6735,7519,39860,44728,13444,16755
28,1479,3824,6765,7508,45409,44432,12379,19134
27,1472,3941,5571,7564,39386,47769,13720,17285
28,1489,3899,6748,7489,40897,44857,12954,16069
28,1470,3631,6775,7869,46997,46989,12453,16361
30,1475,3995,6649,7425,39417,48739,12356,16636
27,1734,3823,6610,7645,39663,44370,15478,18917
28,1568,4018,6587,7517,45052,43768,11772,18036
28,1465,3864,6555,7734,39521,48999,13734,16120
27,1477,3808,6663,7447,39335,46964,12828,17431
30,1471,4047,6629,7491,45905,44484,10652,22598
28,1485,3728,6611,7608,39638,47997,12782,15742
29,1474,3778,6630,7499,38964,44084,10916,15572
28,1471,4069,6472,7391,45291,47557,12560,17170
29,1728,3796,6644,7544,39542,51037,12525,16906
28,1549,4055,6392,7675,39575,44497,13149,18689
30,1472,3831,6622,7618,45574,44766,14035,16729
28,1473,3826,6654,7560,39224,48860,12521,17067
29,1497,3963,6530,7515,45487,46564,11869,16446
28,1487,3864,6717,7357,41925,51698,12148,18440
28,1476,3773,6582,7410,41003,48306,12407,17150
28,1479,4028,5471,7690,44860,47127,12251,16273
30,1723,3905,6941,7398,45156,45436,12388,16276
29,1558,3998,6305,7440,42514,45605,12349,16866
27,1492,3876,5553,7544,44718,48328,13520,17800
29,1481,3835,6720,7612,43270,51462,12990,20642
29,1471,4066,5723,7668,40650,48723,12095,17074
28,1478,3810,6767,7542,47473,45766,13087,15378
30,1479,3750,6717,7691,41129,49262,10746,16832
28,1474,4081,5464,7665,42506,46605,15030,18521
28,1725,3765,6769,7406,47753,43677,10878,17504
28,1557,4090,5995,7480,44096,46716,13097,16479
28,1476,3754,5471,7652,42922,43763,12532,15727
28,1475,3859,6792,7514,44586,46122,13110,15584
28,1476,3991,6622,7533,40823,49970,17203,16856
28,1482,3851,6683,7397,43495,43801,12442,15972
28,1470,3764,6685,7593,42177,46517,13717,15828
28,1508,3986,5456,7417,41632,47652,12516,18490
29,1730,3840,5382,7635,47579,45246,11999,15977
27,1552,3965,6017,7777,38796,50723,12872,16896
28,1474,3901,6696,7537,41081,43889,13996,16390
28,1479,3719,5311,7543,43210,43476,12452,20327
27,1473,4068,6626,7579,38999,48495,11931,15998
27,1480,3769,6656,7536,41431,44373,15385,19270
28,1481,3747,6741,7587,43500,47019,12334,16888
27,1482,4068,6666,7670,38826,48130,11820,15399
27,1727,3794,5465,7669,41080,44374,12386,15551
28,1565,4062,6573,7669,43206,43915,12517,15760
27,1474,3761,6612,7518,40135,48141,11038,17307
28,1479,3852,6536,7439,41519,45966,13120,15942
27,1492,3860,6643,7619,43434,45514,10637,15612
28,1504,3869,6694,7428,40046,50256,12361,18968
27,1481,3797,6651,7579,41424,44186,11634,16483
27,1479,3960,6704,7490,44524,44450,11956,18191
28,1714,3826,6620,7643,40779,48625,12514,16316
28,1557,3944,6042,7525,41611,43304,12103,16132
29,1480,3874,6648,7601,46534,44589,12813,20187
29,1499,3698,6639,7377,40285,47274,13394,18545
29,1484,4050,5474,7636,49715,44813,12874,17288
28,1472,3784,5427,7405,39646,47969,11644,15859
28,1476,3729,6659,7688,41120,44821,12462,16627
28,1482,4063,5409,7663,46150,44129,15281,16486
29,1702,3759,5566,7373,42033,47391,12218,15763
28,1554,4006,6616,7486,41069,44612,12120,16655
28,1491,3789,5641,7606,47942,46000,16200,15428
28,1479,3871,6766,7517,45116,48077,12631,15801
27,1476,3971,6665,7594,44501,45106,11281,15642
28,1482,3889,6737,7318,49457,43349,15778,16327
28,1480,3750,5657,7678,44033,48006,11383,15248
28,1470,3883,6643,7687,42879,46031,12566,16371
28,1722,3855,6783,7500,46906,44242,12149,16716
28,1578,3994,5943,7459,44587,51326,11135,17981
28,1479,3849,6638,7511,40562,44768,12339,19952
28,1483,3656,6715,7475,44544,44750,12798,16222
29,1480,4066,6607,7441,39701,50787,12922,15136
29,1478,3821,6750,7470,39831,44411,12380,15430
28,1500,3729,6566,7542,47208,43994,12653,16527
28,1479,4143,6720,7537,40877,47634,11588,16402
27,1704,3707,6483,7429,42750,43898,12921,16164
28,1554,4135,6001,7474,41413,49391,12001,16551
28,1472,3767,6809,7631,39268,44210,15872,15812
28,1477,3907,6689,7538,42360,43919,12464,16106
28,1491,3932,6637,7570,42077,47783,11888,18727
29,1479,3738,6530,7415,39894,43871,11829,16759
28,1468,3815,6736,7589,43506,46199,10850,15158
28,1468,4016,6679,7571,41261,47214,15446,19196
27,1715,3878,6758,7442,41148,43666,10561,15559
28,1561,3956,6030,7493,43009,44167,12497,19696
27,1479,3823,6583,7478,41788,48153,12830,15454
27,1493,3731,5274,7545,39771,49873,12396,16129
29,1483,4143,5660,7558,43214,46932,11979,17184
28,1475,3585,5433,7250,42171,47040,11876,16722
28,1476,3758,6606,7400,39446,43657,12172,16326
28,1473,4109,5451,7361,44310,43040,12074,15957
28,1709,3709,6687,7584,41025,51655,12422,16078
28,1555,4024,6092,7647,39149,43140,12376,16020
27,1476,3790,6699,7683,43356,43632,15028,15954
27,1482,3838,6654,7723,40942,47357,12334,17387
27,1476,3919,6629,7539,45574,46262,15257,17145
27,1479,3702,6707,7359,40515,48230,11728,18228
28,1472,3869,6710,7530,42069,43622,11982,17120
27,1487,3964,5325,7645,44296,43504,11589,16820
28,1702,3882,6648,7501,43854,48931,10611,17302
28,1557,4028,6060,7770,46200,43808,13157,21368
28,1476,3861,6637,7600,48246,45983,11106,15804
28,1506,3723,6713,7425,42648,47422,12771,16192
28,1473,4002,5392,7650,43875,46499,11922,16431
29,1467,3819,5521,7451,44478,43453,11805,15756
27,1474,3773,6615,7653,40463,48567,11409,15979
28,1467,3972,5641,7663,42779,45982,12644,16177
27,1701,3752,6703,7681,44668,44299,11786,15442
29,1565,4140,6662,7403,38429,47311,12461,17442
27,1473,3824,6577,7572,41175,42785,12039,17830
28,1478,3786,6725,7670,42679,47400,11582,19374
28,1473,3943,6773,7573,37909,50234,12679,15899
27,1469,3687,6684,7494,41702,42708,12709,16888
29,1474,3835,6755,7574,42738,44088,12320,15322
27,1476,3910,6646,7605,38803,47027,16128,15943
27,1741,3883,6638,7397,49026,43917,12159,20117
27,1579,3978,6662,7650,40371,48851,12308,12962
27,1601,3898,5499,7517,40170,44605,11148,917836
28,1465,3772,6740,7496,46583,43425,12937,74639
28,1476,3963,6684,7375,43756,47909,10869,13190
27,1475,3877,6721,7586,42924,43747,13053,12003
28,1483,3730,6603,7681,46566,46022,12234,12085
28,1483,4081,5443,7330,40454,46609,12074,12338
28,1717,3765,6702,7542,39256,44316,12411,13130
28,1576,4025,6266,7660,45325,42575,12929,13313
28,1484,3793,6777,7600,39474,48260,15272,12277
28,1473,3931,6818,7459,40668,49253,13189,12440
28,1479,3949,6541,7571,45033,44760,12950,12945
28,1480,3827,6592,7625,39313,51787,12670,12195
28,1489,3893,6668,7529,39338,48532,11577,13201
29,1467,3941,6668,7619,46572,46756,11777,11023
28,1714,3812,6649,7716,39244,49123,12128,11749
28,1569,3959,5979,7565,40031,46093,15802,12379
29,1478,3883,6676,7626,45082,44525,12266,12361
28,1478,3732,6583,7427,41257,46430,12090,15881
29,1474,3980,6556,7584,42888,44233,10741,11242
28,1474,3811,6610,7435,41931,50394,12805,11711
28,1484,3771,6605,7497,39545,43399,10709,11625
27,1470,4133,6554,7541,44952,43476,12986,11249
28,1718,3765,6767,7525,40992,47570,11928,11641
27,1562,4018,6197,7684,39416,46346,11508,11367
28,1474,3759,6718,7518,43325,44968,12965,11525
27,1474,3847,6759,7538,42067,47127,13419,11922
28,1478,4007,5492,7513,39258,45509,12948,11521
27,1477,3691,6679,7516,42369,44785,13208,11505
28,1474,3810,6610,7820,40524,49946,12262,11902
28,1472,3948,6743,7562,41230,48312,12711,11411
29,1693,3882,6622,7531,43797,45168,12017,12568
28,1557,3963,6622,7660,40730,51821,11947,11277
27,1476,3904,6711,7686,38890,47336,12353,15195
28,1477,3765,5655,7639,45532,48622,12768,11191
28,1476,3947,5563,7617,41207,55148,16385,11527
28,1473,3788,5450,7552,39438,46744,12694,11306
27,1472,3730,5485,7565,43179,46959,10884,13254
28,1475,4078,6551,7648,42249,49915,12570,11962
27,1701,3832,6692,7506,42026,43584,10611,12103
27,1559,4097,6015,7536,39878,49393,12724,11634
28,1478,3649,6682,7492,40531,44942,16463,12003
28,1467,3855,6645,7427,43232,46592,12207,11581
27,1475,3949,6588,7483,38969,48225,12051,12219
27,1482,3721,6678,7539,42625,47096,11523,12112
27,1468,3850,5621,7643,45801,44423,12755,12225
27,1476,3986,5455,7489,41232,48804,12515,11937
28,1712,3911,6591,7565,40973,44883,12287,12821
27,1548,4003,6004,7639,43131,43685,11759,13533
28,1483,3804,6737,7761,39136,47221,12326,11647
27,1471,3770,6600,7478,41180,45757,12565,12445
28,1474,3925,6694,7516,43453,45327,11825,12414
28,1470,3849,6813,7412,39290,48276,12840,11161
27,1478,3767,6618,7800,41213,44482,12516,11421
27,1471,4062,6855,7685,43098,44408,16486,12277
28,1724,3734,6706,7616,38351,48857,11104,12936
28,1563,4030,5981,7576,40640,43093,12975,11233
28,1473,3767,6646,7557,43473,43854,10773,11152
29,1465,3930,6624,7505,38447,46956,12730,11102
28,1472,4045,6640,7794,44174,45153,12388,11923
28,1490,3715,6614,7546,40668,50375,12464,12421
28,1468,3664,6639,7506,40935,43977,12059,11479
28,1479,4029,6826,7573,44499,43807,12200,12168
28,1715,3833,6598,7535,42582,47773,11935,11503
27,1549,3972,6015,7818,42459,44110,12751,11623
28,1470,3857,6659,7685,44297,46249,11432,12248
27,1473,3785,6695,7518,40297,48531,11909,11840
28,1475,3960,6653,7334,39977,44605,12288,11849
29,1469,3809,6794,7537,44391,44843,13103,12419
28,1490,3781,5474,7478,43961,49195,12570,16217
28,1472,4114,6588,7538,41184,48097,12686,11053
28,1693,3773,5492,7576,49401,44337,16219,12901
28,1558,4117,6028,7439,45362,47558,16434,12371
28,1466,3753,6625,7623,42623,42758,11096,11610
28,1490,3759,6598,7479,46550,42766,12221,12783
28,1475,4092,6608,11533,45977,50272,11022,11609
28,1471,3743,6643,7733,44041,43692,13883,11169
29,1476,3898,6641,8258,48498,47715,11489,11958
28,1478,3960,6694,7869,43289,46990,11961,11387
29,1716,3810,6581,7499,43889,44250,11619,12004
29,1579,3959,6070,7513,44379,50837,12565,11480
29,1469,3862,5507,7539,42488,43096,12274,11738
28,1479,3760,6766,7706,46231,45843,12748,11796
28,1479,4022,5552,7427,44103,47666,11915,11758
28,1477,3710,6723,7595,39249,44143,11546,10861
28,1469,3716,6642,7520,43655,46878,12668,11796
28,1468,4070,6659,7521,41156,48179,12607,11104
29,1718,3763,6570,7658,41534,44367,12179,14236
28,1555,4137,6045,7503,42760,43858,12522,10855
29,1489,3760,6719,7373,42698,50188,12381,12769
30,1468,3709,6682,7526,41366,50802,13422,12293
28,1475,4061,6605,7395,45644,50576,10704,12080
28,1489,3727,6641,7613,40592,49453,12669,11998
27,1478,3836,6766,7455,39305,44267,11036,14513
28,1473,4002,6568,7311,43247,48055,16037,12337
27,1716,3882,6687,7655,46624,50350,12612,12296
28,1550,3997,6586,7540,39356,44591,11672,13885
27,1467,3908,6690,7560,43403,43883,12726,11511
27,1470,3720,6724,7554,41373,47524,11789,12061
30,1469,3987,6702,7532,44659,44299,12430,12086
28,1473,3806,6631,7421,38868,48814,12154,12149
28,1487,3765,6809,7666,40424,43676,12737,11587
28,1470,4091,6777,7576,42490,42908,11813,12169
27,1726,3762,5604,7544,40735,46362,15832,11696
28,1551,4128,5992,7658,41027,49370,12267,11966
28,1468,3778,6899,7611,43831,46024,12097,12688
28,1465,3767,5495,7656,39247,46895,12117,10929
28,1468,4064,5620,7573,42997,44298,12206,11991
28,1473,3748,5587,7465,43426,45500,11721,11762
28,1470,3845,5548,7539,39090,47756,10688,12091
28,1492,3956,6513,7352,43317,46428,20028,12559
28,1697,3898,5524,7751,45461,43546,12828,14970
28,1550,4022,6019,7577,39199,49597,17436,12699
28,1471,3916,6573,7409,41994,44570,12701,12101
28,1492,3754,6584,7531,43043,43241,13175,12268
29,1466,3917,6639,7427,42197,49576,12186,12498
29,1477,3833,6761,7431,42222,45925,12731,12881
29,1475,3787,6609,7696,43415,43852,12278,11919
29,1476,4106,6660,7640,40043,48960,12882,12891
28,1728,3703,6684,7618,44429,43114,12113,12033
29,1573,4092,6047,7626,38618,47670,12589,12285
27,1467,3729,6730,7528,39436,48026,12238,12455
29,1472,3796,6707,7621,45346,43559,11963,11356
27,1495,4076,6810,7668,38413,47736,11348,13270
27,1475,3753,6682,7447,39129,46660,11717,10631
27,1470,3851,6643,7551,45242,46389,12832,12869
28,1459,3936,5551,7456,38939,47757,15091,12127
28,1728,3852,5613,7459,39162,47263,12283,12672
27,1556,3938,6673,7468,44860,44556,11491,12868
28,1473,3614,5448,7677,40510,47743,12771,12815
28,1471,3844,6751,7459,38474,45717,12434,15532
29,1469,3989,6685,7637,43648,44869,15853,12854
28,1470,3876,6684,7432,38798,51446,11407,12582
29,1471,3781,5361,7641,38222,43314,12338,12188
27,1472,4038,6771,7483,45731,44367,11534,12468
27,1698,3740,6711,7530,38972,48138,12078,12422
29,1565,4105,6605,7594,43650,45017,13127,16202
28,1467,3712,5514,7446,48395,43868,14328,12972
28,1460,3724,5453,7629,40961,46820,12534,12786
28,1465,3998,6640,7449,42561,43561,11694,13218
28,1489,3702,5501,7592,44471,50370,12517,13042
28,1474,3911,6727,7456,42144,43263,11718,12473
29,1478,3924,6674,7490,42465,41722,12263,16636
28,1732,3913,6827,7451,41100,48971,12290,13258
29,1575,3919,6572,7476,39445,44246,10646,13732
29,1470,3778,5531,7699,44308,46703,12368,17580
29,1469,3833,5424,7572,41210,47875,10976,12479
28,1476,3992,6670,7508,39320,44022,12152,12769
28,1479,3897,6713,7582,43898,43867,12202,10795
28,1472,3697,6785,7774,41193,46677,12111,12971
29,1481,4071,5521,7417,38998,45736,15751,13502
29,1717,3707,6681,7504,43245,43704,12618,12849
27,1566,4048,6552,7763,40898,47957,12581,13260
28,1474,3773,5283,7584,39816,43947,12020,11466
27,1468,3811,6591,7496,42741,43834,13052,12368
27,1465,3924,6586,7562,41609,49341,12988,12644
28,1476,3733,6676,7387,39781,43969,11417,12358
28,1479,3850,5570,7708,42789,43598,12343,12428
28,1490,4029,5578,7472,40816,47726,11554,13142
29,1702,3890,6752,7645,43304,43867,12174,12623
29,1558,3990,6003,7514,41821,49580,11893,12321
28,1470,3754,6635,7570,43822,44232,12623,12003
28,1468,3862,6764,7379,43133,44659,10682,12487
28,1466,3957,6590,7520,40047,49690,12445,11948
28,1474,3851,6768,7450,41412,45227,10825,11478
28,1470,3796,5459,7474,43058,46888,12112,12273
28,1467,4057,6737,7462,39229,48362,13010,10908
28,1692,3759,6736,7601,41418,47533,12344,16544
28,1552,4107,5921,7712,43550,47571,15630,13456
28,1470,3759,6582,7576,38839,46535,11329,12569
28,1488,3722,5478,7501,41057,46282,12537,12940
27,1474,4121,5664,7597,42803,47522,12415,12256
28,1472,3803,6561,7353,38987,51135,12823,12107
29,1468,3865,6718,7490,41156,46751,11662,12214
28,1468,3960,6525,7560,44145,47510,12556,12567
30,1720,3922,6639,7564,39491,51247,12069,12800
27,1549,3984,6557,7569,44434,43879,11667,12845
28,1470,3727,6648,7511,45052,47006,11621,12618
