noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
29,1429,3939,6809,7451,47568,47626,12580,12836
28,1741,4070,6152,7679,41866,42797,12793,11664
28,1437,6283,6209,7432,44714,43680,11323,11063
29,1425,4021,6767,7576,42757,46037,11828,11596
29,1428,3778,6841,7430,43620,43801,13090,11641
30,1437,3784,6849,7507,44517,42481,13567,11430
28,1430,4052,6919,7580,43985,45121,10749,12086
29,1440,3747,6783,7486,43485,43112,12874,11313
29,1426,3678,6910,7591,48375,44907,11956,11135
29,1775,4096,6098,7712,42415,49041,11871,11952
30,1445,3907,6803,7682,44224,45991,11918,14893
28,1439,4068,6705,7580,45335,44210,12955,11222
28,1432,3979,6706,7578,40670,49595,15324,11901
28,1445,3800,6773,7778,39875,41398,13792,11331
29,1431,4125,6702,7620,47283,41358,17294,12994
28,1432,3765,6812,7403,39409,45108,16732,13874
29,1424,3951,6750,7619,39695,43353,12913,11266
28,1757,4001,6086,7719,43992,45720,13538,11552
28,1432,3691,6556,7625,41134,46179,12894,11949
29,1422,4049,6877,7579,39565,44297,13354,11104
28,1427,3829,6830,7796,44447,51438,12300,10804
28,1433,3907,6233,7417,39874,43828,12636,11527
28,1430,4008,6923,7346,46812,41105,13200,11114
28,1453,3904,6904,7646,44304,44834,12877,11306
28,1421,3667,6897,7453,46521,45019,13549,11441
27,1748,4007,6270,7573,48179,40999,13479,11712
27,1440,3936,6763,7532,41965,46744,12715,15413
28,1441,3998,6804,7478,40488,43763,14143,10874
28,1427,3888,6824,7480,44212,42554,13401,12928
28,1430,3826,6241,7473,40758,46254,15228,11005
28,1427,4129,6699,7600,41743,41839,16573,11662
29,1448,3855,6877,7669,45471,42256,13434,11530
28,1430,3784,6745,7654,40424,46140,12961,11567
29,1761,4128,6985,7652,40336,42763,13947,11498
28,1441,3822,6701,7507,46807,42386,12939,11374
28,1442,4018,6780,7700,40174,45011,13343,11474
29,1432,3834,6711,7524,40006,42098,12042,11449
28,1440,3948,6861,7578,46477,42304,12529,11475
28,1441,4013,6885,7596,42682,45812,11425,11233
29,1427,3934,6714,7672,46218,41901,13281,11299
28,1432,3800,6741,7457,45359,45733,12125,11382
28,1755,3986,6125,7577,40354,42977,12799,14926
28,1446,3880,6807,7627,43733,42669,12990,12698
28,1435,3994,6757,7343,44087,46585,13300,14397
27,1445,3968,6681,7544,42644,42810,13103,11441
28,1418,3803,6827,7608,45219,42027,12243,11254
27,1433,4167,6833,7535,39478,47007,12764,11511
27,1425,3804,6755,7410,39950,43184,13961,11416
28,1426,3818,6472,7651,43037,43638,12688,10857
28,1769,4096,6767,7554,39884,49068,12917,14160
28,1439,3826,6879,7401,39659,45520,12445,11137
28,1442,4100,6795,7693,44432,43217,18482,11784
28,1436,3674,6828,7831,40218,47330,11465,11573
27,1426,3948,6777,7621,40134,44600,12412,10917
28,1419,4057,6920,7606,43639,45471,11631,11392
28,1466,3882,6800,7594,40848,48560,11635,11823
28,1437,3827,6658,7592,40966,46811,10802,13637
28,1772,4020,6090,7809,44094,45626,14334,15770
29,1444,3862,6675,7510,40855,49544,13214,11479
29,1431,4042,6751,7751,40428,47947,12732,11750
28,1440,3909,6700,7911,46029,50894,12696,11173
29,1428,3790,6506,7508,40322,41698,13511,11816
29,1452,4117,6882,7444,45545,42609,12484,11439
28,1438,3761,6685,7497,42831,47973,12381,11646
28,1433,3859,6696,7452,44313,44340,13164,11103
28,1744,4131,6674,7668,47407,42303,12639,12112
28,1453,3604,6648,7525,45605,47265,12655,11170
28,1440,4145,6831,7798,43354,42903,12900,11537
28,1450,3733,6879,7678,48168,45672,12721,11375
28,1432,3886,6793,7585,44592,46007,13497,11563
28,1430,4059,6780,7615,41157,42791,11696,12540
29,1433,3782,6914,7572,46108,42831,12271,13910
28,1430,3865,6715,7703,42144,48786,11596,14407
28,1752,3998,6714,7633,43494,43185,11345,11535
28,1428,3826,6956,7488,45892,43377,11138,11183
28,1456,3999,6778,7786,38626,45894,13882,11409
29,1434,3838,6740,7637,41503,44293,16355,12396
29,1424,3842,6211,8761,48108,43281,12791,11510
28,1444,4118,6674,7619,41489,47071,12674,11210
28,1418,3808,6739,7651,40902,42048,13292,11105
28,1427,3827,6780,7766,46896,48552,12285,11659
28,1749,4091,6160,7448,42068,43171,12371,11248
28,1459,3809,6966,7558,46831,42863,12813,11916
29,1423,4126,6890,7688,41613,44323,12302,11627
29,1433,3812,6832,7546,41468,43535,13348,13111
28,1428,3894,6692,7677,44051,41579,12409,11155
28,1426,4016,6789,7758,41832,46521,12032,11075
29,1451,3821,6757,7611,40680,42131,12449,11336
27,1423,3872,6754,7682,42669,44759,11517,15459
28,1756,4108,6185,7569,39228,45760,12428,11453
28,1435,3854,6842,7563,41350,42816,16350,12255
28,1430,4034,6741,7484,44367,41723,12522,11706
29,1439,3902,6759,7360,39482,47736,11564,11381
29,1442,3779,6185,7603,39528,43494,12808,11232
28,1425,4101,6731,7583,45897,42510,12737,11934
28,1448,3802,6886,7649,40964,46150,13101,11740
28,1430,3793,6675,7718,39683,45521,13143,11321
28,1738,4081,6090,7482,44136,42145,16010,11637
28,1462,3791,6312,7334,42165,45817,12180,12527
28,1438,4088,6766,7649,39245,42323,11552,13768
28,1418,3854,6765,7458,46086,47849,12401,11767
28,1427,3924,6862,7697,43462,41895,11603,11058
28,1435,3996,6717,7492,45557,42074,11717,11661
29,1424,3791,6788,7685,40292,46361,11891,14540
28,1428,3906,6909,7631,39371,44694,11441,11286
28,1794,4000,6055,7755,43140,41614,11952,11437
28,1436,3827,6942,7467,41842,46310,10786,11491
28,1432,4025,6852,7619,41334,43254,12576,11543
27,1445,3901,6702,7656,43733,41703,12368,13002
26,1428,3826,6810,7566,39680,44832,12827,11391
28,1432,4024,6900,7417,41699,42808,11698,11432
29,1424,3823,6738,7570,43414,41426,13340,11342
28,1441,3763,6858,7776,39313,46318,12013,12571
28,1761,4149,6639,7534,41336,43120,14436,11824
28,1440,3809,6858,7760,45217,43506,12101,11558
28,1436,4089,6687,7549,40270,46135,12333,11903
28,1435,3785,6875,7610,39897,43059,11971,11175
28,1433,3919,6731,7552,44401,42369,17221,10969
28,1433,3812,6888,7555,39954,46868,12805,11191
27,1452,3776,6805,7708,39579,41580,12554,14712
28,1430,3870,6917,7476,43820,46485,12213,11577
28,1760,4050,6065,7601,40416,42666,12997,11505
28,1430,3830,7007,7665,40898,42712,12584,11207
29,1436,4000,6687,7544,43710,45438,12982,11584
28,1433,3926,6827,7697,40722,42649,11458,11325
30,1448,3783,6836,7548,43951,42292,13223,11888
30,1429,3836,6843,7593,41273,46676,11945,12878
28,1450,3847,6873,7697,40771,42580,12305,14554
28,1431,3794,6766,7573,43361,43883,11547,11286
30,1770,4027,6670,7658,39170,48175,13385,11461
28,1429,3801,6566,7464,40189,47333,12081,11290
28,1442,4132,6740,7747,44285,44067,12911,11219
28,1433,3815,6740,7506,39885,50348,13448,11189
28,1441,3867,6335,7494,39403,46839,12911,11387
27,1430,4009,6300,7514,45422,45385,12437,14326
28,1446,3785,6888,7534,39204,44799,12660,11098
28,1423,3898,6881,7605,40314,46085,13419,11251
28,1761,4100,6182,7707,43954,48103,12312,11260
28,1436,3943,6587,7484,42108,46422,18382,11085
28,1437,3887,5636,7566,41241,46593,12546,11392
28,1463,3915,6795,7729,48050,45927,13380,13420
28,1427,3762,6781,7690,44906,42350,12290,11344
28,1426,4024,6748,7370,47896,43817,11096,11583
27,1449,3854,6693,7615,41950,46234,12679,11252
29,1454,3877,6771,7813,40916,42498,12337,11729
29,1741,4061,6077,7655,44979,43725,12434,12894
29,1444,3802,6744,7563,45447,44564,11172,10966
28,1455,4121,6850,7652,43506,42857,13297,11225
27,1434,3758,6658,7654,42719,43639,12738,11333
28,1433,3872,6721,7667,38963,46256,13130,12001
28,1448,3972,6825,7697,41552,41618,12990,14894
29,1431,3802,6612,7759,43092,41883,12574,11772
28,1432,3844,6824,7530,38756,46577,12258,11012
28,1754,4013,6343,7683,38835,41942,13438,11605
27,1440,3894,6821,7607,45626,42164,12575,12978
29,1432,3943,6770,7754,39599,45884,12240,14065
28,1430,3931,6779,7522,39545,42201,14569,11278
28,1445,3782,6640,7665,43104,42598,12449,11877
28,1441,3898,6715,7777,40793,47222,15274,10824
28,1434,3875,6874,7687,40674,42140,13209,12356
28,1439,3812,6934,7638,44898,46348,11324,11250
28,1747,4068,6162,7550,41969,41914,12428,11604
28,1446,3793,6900,7533,47813,42662,12464,11413
28,1456,4091,6847,7748,40047,46100,12536,11943
28,1433,3832,6910,7731,39439,43685,10763,11307
29,1449,3792,6707,7719,42962,42524,13376,13679
28,1432,4011,6763,7485,41284,46050,13168,11032
28,1442,3835,6781,7693,39335,43702,13405,11071
28,1432,3830,6793,7492,42726,43516,12201,12499
28,1742,4031,6106,7570,39013,47562,12434,11764
29,1449,3914,6793,7467,40903,46167,12158,11731
30,1445,4034,6843,7486,43480,44033,12547,11162
29,1431,3930,6858,7596,39518,47011,13586,11806
29,1430,3791,6197,7433,39110,44552,13188,11920
29,1445,3938,6808,7697,45723,42672,14633,11197
28,1420,3900,6847,7566,39558,45699,12527,11940
29,1430,3817,6738,7429,39954,42673,12643,11465
28,1762,4188,6269,7701,43679,44248,13849,12255
28,1451,3801,6809,7547,40674,45523,11091,11206
28,1433,4151,6840,7566,40651,41181,12685,11870
28,1433,3754,6760,7493,42595,45402,11983,13484
28,1426,3795,6173,7607,39919,43658,15370,15146
28,1445,4014,6734,7713,47722,42200,11399,12793
28,1434,3776,6881,7544,41383,45798,13672,13926
28,1436,3905,6760,7663,41484,42374,16979,13207
28,1755,3986,6122,7591,41951,44041,12500,11141
28,1440,3925,6723,7525,44233,46198,12584,10973
29,1434,3863,6824,7633,39570,42940,12654,11340
28,1453,3906,6655,7577,44362,42389,11735,14118
28,1426,3828,6881,7636,39298,46747,13025,11166
28,1418,4002,6840,7773,48259,44935,12423,11076
28,1431,3847,6727,7606,47952,46148,12887,11466
28,1430,3791,6903,7561,39487,51000,13986,14440
28,1754,4099,6200,7760,45021,46731,13097,12130
28,1444,3768,7012,7453,51264,46598,12274,10837
28,1433,4155,6929,7384,39562,48298,11894,10729
28,1427,3848,6864,7669,39658,43203,12172,19056
28,1422,3854,6757,7603,44911,43204,11977,10711
28,1438,4035,7003,7546,44890,46574,12527,10895
28,1423,3832,6672,7575,39514,43526,10807,11385
28,1430,3817,6887,7603,44113,47060,15115,14376
28,1767,3998,6203,7530,40181,42853,12577,11135
29,1429,3918,6866,7564,43449,43659,12594,11063
28,1429,4018,6916,7573,40493,49231,11014,11114
29,1429,3921,6921,7592,40357,43190,17159,15519
28,1421,3800,6271,7755,44146,44590,13219,11150
28,1450,4050,6836,7599,39461,49945,13182,10852
28,1453,3824,6859,7406,39979,48051,12921,11033
28,1430,3800,6819,7512,44795,46892,12825,14864
28,1756,4056,6664,7525,41154,52304,12692,11217
29,1440,3749,6064,7659,40120,46168,14619,13643
28,1444,4062,7032,7505,44721,44484,12308,15161
28,1426,3766,6837,7488,41117,45819,12695,17861
28,1430,3808,6227,7588,44654,42567,12914,11086
28,1428,4105,6904,7487,46002,42700,12990,10722
28,1429,3867,7005,7414,39284,48038,13300,10846
29,1424,3817,6724,7522,39637,41833,12253,14646
29,1735,4046,6099,7489,44827,43189,11947,11326
30,1448,3852,6898,7589,40347,46053,12769,11278
28,1426,3976,6998,7621,40437,43633,13076,11074
28,1430,3921,6335,7495,43613,45716,12248,15446
29,1435,3773,6715,7680,40355,40797,11725,11496
29,1429,4032,6680,7494,39594,42353,12886,11004
29,1435,3936,6873,7582,45203,47641,13070,11874
28,1434,3820,6842,7554,40100,42210,12477,16040
29,1778,4200,6683,7669,42532,42702,16566,11625
28,1440,3727,6859,7480,39246,46555,12544,10973
28,1430,4093,6424,7778,40027,45874,12413,15194
28,1447,3832,6767,7638,43206,44882,15206,15013
28,1427,3820,6868,7494,38930,46911,13886,11592
28,1427,4147,6690,7552,39868,44053,12420,10781
27,1427,3789,6795,7802,43472,44050,12761,11039
29,1422,3782,6766,7741,39437,46856,12911,15485
29,1760,3975,6151,7671,39613,42644,13993,11219
28,1438,3889,6799,7473,43966,44540,13305,10787
28,1436,4041,6834,7612,39648,47055,11682,11429
28,1437,3895,6796,7633,39821,41398,12217,15683
28,1449,3727,6721,7574,43631,42483,12096,10825
29,1429,4024,6863,7615,39772,47139,12181,12844
29,1434,3864,6758,7655,39792,42733,11342,15656
28,1432,3800,6814,7400,42697,45988,12904,14584
28,1759,4098,6124,7616,40461,44242,12203,11890
28,1458,3779,6735,7623,39573,43749,12370,10657
28,1427,4078,6784,7598,46891,45586,12116,14536
29,1436,3758,6328,7655,41755,42522,12136,14563
28,1422,3847,6862,7794,45650,42835,15357,11073
29,1452,4053,6808,7722,42322,49659,14677,11171
28,1427,3802,6867,7709,42932,42184,12180,11750
29,1434,3767,6722,7658,44775,44720,12458,15675
29,1747,4080,6081,7625,39190,48757,12055,11177
29,1435,3871,6678,7508,41551,47646,11726,12089
30,1431,4050,6843,7512,44546,41815,12109,11225
29,1448,3794,6865,7463,39813,45006,11865,17177
28,1428,3917,6763,7585,38943,42313,11132,11941
28,1432,4052,6216,7733,46539,42816,12686,10897
29,1436,3984,6757,7563,40057,45811,13635,11276
28,1455,3887,6756,7667,39394,42406,14719,14760
28,1771,4128,6073,7649,44135,41194,11195,11126
28,1442,3852,6704,7691,41033,47680,12461,14328
28,1445,4099,6880,7519,40320,42400,12644,11699
28,1438,3783,6679,7467,44034,46875,12657,15073
28,1434,3866,6676,7559,41265,42763,12680,11801
27,1422,3999,6958,7491,42486,44038,12763,11233
28,1444,3821,6643,7577,39579,46556,13905,11095
28,1441,3924,6819,7631,39220,43496,14048,14838
29,1744,4003,6348,7466,41601,42724,12774,11034
31,1449,3936,6713,7653,39688,48193,16491,13404
28,1456,3990,6627,7624,39750,41879,12994,15119
28,1434,3725,6769,7909,43221,42709,12414,15751
28,1440,3968,6736,7681,40000,45857,13048,11104
30,1431,4022,6822,7539,39340,43048,12055,11644
28,1446,3831,6720,7564,43590,42402,10845,11083
29,1430,3772,6770,7625,39598,45847,13527,14196
28,1756,4089,6285,7513,39984,43273,12103,12864
28,1447,3793,6867,7630,42664,44977,13166,11649
28,1440,4122,6775,7718,40214,45587,11051,11212
29,1432,3629,6806,7595,39454,41941,15416,16143
28,1443,3785,6703,7669,44324,42118,13446,11898
30,1420,4148,6474,7673,39646,48574,13001,10946
28,1449,3858,6799,7599,39749,42336,12734,11555
28,1432,3689,6753,7524,43074,45253,12800,18171
29,1746,4063,6119,7554,44599,42975,12939,11240
28,1431,3956,6809,7480,38747,45078,14152,11864
28,1434,4015,6812,7508,43829,45838,12644,11832
29,1430,3779,6621,7631,40256,42943,12593,15517
28,1459,3917,6667,7448,47692,41498,12318,11808
29,1428,4019,6715,7726,43812,45835,16607,11905
28,1443,3928,6805,7448,46553,42006,11977,12072
28,1438,3840,6692,7543,46343,43140,12118,15766
28,1760,4100,6754,7746,39467,44333,11207,15334
30,1428,3776,6879,7368,40266,42596,17284,10922
28,1441,4050,6982,7682,46561,41946,12047,11514
27,1422,3939,6795,7572,38889,45988,12417,16302
28,1440,3800,6459,7625,39022,42910,11589,10468
28,1430,4113,6858,7589,43711,42583,12424,12751
28,1438,3794,6754,7620,41205,46226,12350,14475
28,1420,3785,7142,7633,40310,43221,12184,14655
28,1759,3889,6152,7609,43557,42611,12049,11391
30,1436,3849,6608,7527,39394,46152,12260,11175
28,1431,4097,6696,7760,44689,43015,11909,11065
28,1426,3818,6824,7647,43312,44599,13653,14729
28,1459,3918,6743,7750,40241,42773,12030,11169
28,1448,4052,6833,7529,43512,42124,11706,10978
29,1433,3927,6863,7848,40609,45869,12008,10966
28,1434,5717,6847,7666,40761,42887,12301,18476
28,1761,4229,6150,7657,46226,43419,12275,11125
29,1437,3839,6841,7667,39050,47764,12138,11044
28,1458,4012,6755,7751,40710,42734,17325,10865
28,1434,3877,6815,7573,43490,43561,11770,16538
28,1421,3666,6823,7571,39456,47722,13286,10845
27,1421,4116,6831,7843,39909,45187,12477,11259
27,1458,3783,6813,7482,44150,45141,11969,11189
28,1427,3858,6300,7479,39892,47063,11197,15696
28,1751,4044,6078,7376,45299,42692,13189,11098
28,1431,3781,6861,7507,43912,45049,13048,10876
28,1446,4062,6656,7662,39303,46003,13060,10899
28,1427,3772,6756,7628,39454,42327,12462,14648
28,1429,3967,6833,7677,44055,41394,13260,10646
28,1445,4030,6744,7502,39398,45591,14849,10696
30,1439,3930,6812,7669,41731,41648,12477,11076
28,1439,3819,6754,7520,43397,45556,16301,18822
28,1735,4051,6138,7654,42113,42426,12366,11558
28,1437,3878,6894,7732,43658,41825,12781,13020
28,1457,4021,6727,7636,39424,44292,12523,15843
28,1425,3890,6813,7685,39104,41811,12890,13904
29,1439,3804,6697,7488,44641,41848,12420,10774
28,1446,4076,6822,7787,39756,47486,10811,11483
28,1438,3755,6761,7755,39767,42813,15216,11017
28,1433,3915,6745,7689,42481,45443,12839,15514
28,1757,4022,6104,7703,41277,45069,12187,11106
28,1449,3797,6356,7548,38741,44845,11485,10887
28,1440,4084,6761,7788,43268,42190,12127,11405
29,1453,3796,6738,7677,39452,45345,15902,15344
28,1435,3953,6833,7643,41283,42490,12268,10848
28,1425,4053,6826,7591,42630,44232,12953,11092
28,1429,3957,6805,7671,43377,45428,12312,14393
28,1439,3846,6913,7595,45362,42890,13859,15940
28,1754,3981,6075,7499,47090,42403,12593,10853
28,1435,3841,6452,7664,40440,48639,11986,10730
28,1451,4014,6774,7638,39580,42553,12561,11024
28,1433,3962,6714,7727,44189,45897,11822,14455
29,1448,3853,6180,7655,46092,42571,12529,11194
29,1461,4092,6519,7693,44646,43871,12491,10948
28,1442,3817,6778,7567,40108,47710,12594,10584
28,1431,3843,6766,7696,39331,42950,10638,13825
28,1757,4078,6038,7528,43352,42456,13712,11048
28,1445,3635,6843,7510,43184,49892,13331,11475
28,1430,4145,6803,7645,40276,45193,12513,11058
28,1429,3835,6840,7602,43345,44052,11122,15176
28,1435,3922,6745,7550,39713,46507,13736,11019
28,1423,4034,6745,7754,39691,43655,12591,13048
28,1454,3919,6730,7824,43610,43398,12735,19165
27,1430,3766,6786,7709,39109,47900,16216,14513
28,1782,3998,6030,7401,39111,42355,13619,11187
28,1439,3920,6792,7655,43975,46445,14728,11013
28,1434,3965,6895,7764,38437,46204,12480,13168
28,1462,3933,6908,7647,39241,41055,13195,15241
29,1430,3774,6759,7805,43787,41760,14371,11432
28,1453,4117,6863,7538,39129,47183,12632,11296
28,1435,3851,6752,7794,39960,43071,13096,11070
28,1436,3957,6886,7429,43231,45912,14323,14565
30,1779,4032,6705,7666,40059,43909,13036,11406
28,1443,3778,6741,7661,46140,44808,10956,11340
28,1442,4068,6839,7642,40188,46299,13182,12347
27,1439,3748,6894,7628,42085,42969,12869,18014
29,1451,3858,6908,7669,46528,42367,12426,13981
28,1430,4079,6818,7628,42361,46688,10965,10917
29,1439,3939,6902,7517,43991,43656,13134,11145
28,1434,3797,6919,7735,45920,43698,12663,14653
29,1762,4037,6284,7525,44665,49189,12247,11328
28,1437,3783,6757,7683,41760,45566,12641,11061
29,1441,4026,6769,7559,48391,43912,12618,10757
28,1436,3927,6877,7471,45245,47913,14118,14820
29,1426,3784,6233,7591,42892,45579,16467,11202
28,1432,4121,6400,7664,42222,47252,12623,10782
28,1433,3821,6791,7626,45241,46820,12635,11087
28,1425,3813,6735,7554,39621,43126,12468,14990
29,1761,4082,6132,7583,43591,42958,12741,11275
28,1436,3775,6939,7667,39365,46357,12449,13961
28,1452,4133,6837,7624,41938,46394,12536,14647
28,1427,3809,6705,7614,106363,47516,11289,14556
28,1440,3885,6677,7713,40408,43378,15740,14377
27,1436,3975,6746,9218,43508,42833,11700,11271
27,1432,3759,6822,7829,43389,46521,14552,11114
28,1436,3797,6815,7598,43316,43372,10960,15065
28,1751,4016,6215,7692,46414,42876,13609,11092
29,1442,3809,6866,7795,42417,46684,12352,11012
28,1438,4028,6772,7799,45530,42624,12633,11522
28,1452,3889,6890,7595,47834,43100,26306,15187
28,1460,3813,6705,7545,42951,46990,14386,10936
28,1434,4093,6926,7628,42603,43575,15599,11342
28,1439,3740,6817,7544,45895,42823,13619,11089
29,1452,3755,6829,7737,40255,47560,13392,18017
28,1767,4132,6100,7309,39570,45038,17240,10833
28,1440,3790,6892,7757,44118,44239,12503,11117
28,1445,4070,6116,7561,40186,46341,12919,11145
28,1454,3787,6758,7585,39799,41625,13050,18216
27,1420,3954,6660,7635,44590,41935,12961,10587
29,1437,3989,6789,7552,39926,48652,13193,10953
28,1457,3915,6894,7664,43389,42067,12169,11156
29,1430,3812,6717,7704,49207,45757,12654,15204
28,1750,4035,6059,7499,41153,43185,13027,11288
28,1458,3874,6759,7396,46771,41787,12462,10972
28,1437,4058,6715,7612,42740,46389,12071,11313
28,1431,3921,6832,7481,43413,43852,10940,14260
29,1430,3723,6795,7439,47207,42569,12204,11217
29,1436,4100,6681,7690,40142,46540,12405,13566
29,1432,3806,6748,7541,40352,45866,13012,14477
28,1432,3869,6846,7621,43384,43899,12405,15343
28,1742,4096,6113,7661,39832,46566,11706,11396
28,1442,3820,6850,7675,39606,42563,11602,10996
28,1451,4076,6874,7464,45844,42846,11913,11152
27,1439,3740,6743,7425,39089,46701,11995,18387
28,1433,3902,6218,7543,39887,42964,12445,10501
26,1441,4058,6844,7547,47190,43072,16692,11676
29,1429,3658,6864,7581,42235,45550,13160,11035
28,1430,3886,6893,7481,40701,42415,12826,14720
28,1753,4042,6068,7687,43719,41976,12883,11204
28,1457,3889,6866,7552,41320,46017,10573,10967
28,1442,3998,6737,7589,42254,41396,12327,11305
28,1435,3736,6665,7481,43013,45352,11441,18927
28,1430,3791,6743,7512,40400,45711,12244,11036
29,1434,4121,6725,7423,43073,43305,11205,11018
29,1432,3812,6812,7459,39556,47481,12848,11451
29,1453,3812,6820,7571,39153,42721,12877,15547
29,1736,4103,6739,7799,43094,41666,13274,11204
29,1442,3797,6819,7520,41196,45861,13348,10742
29,1439,4093,6956,7653,41343,41619,12916,14631
29,1430,3803,6840,7504,51022,41973,13279,15958
28,1429,3750,6721,7617,43525,45859,12761,11141
28,1427,4044,6915,7654,43735,42326,12619,443591
29,1427,3736,6788,7471,46468,43515,13204,13943
28,1417,3921,6806,7601,40276,48602,12439,11450
30,1764,4046,6269,7615,40832,42958,12522,12342
28,1441,3897,6723,7450,45548,42246,17126,11485
29,1449,4006,6752,7582,40148,45843,11782,11466
30,1448,3899,6811,7611,43218,46276,10699,11476
28,1426,3823,6231,7569,44503,42313,12773,12296
29,1449,4032,6945,7556,39620,46313,12605,11729
29,1428,3894,6844,7676,40591,42144,12540,11526
29,1450,3736,6251,7637,43402,47015,11251,11441
28,1740,4050,6187,7563,44579,42802,13086,12828
29,1457,3789,6818,7432,40117,43003,12227,11966
28,1437,4122,6920,7553,44094,45208,12479,11726
28,1434,3776,6834,7654,39507,44393,12822,11719
28,1429,3854,6252,7665,44378,41894,13657,12005
28,1450,4009,6660,7523,39636,45050,12285,11580
28,1448,3837,6778,7669,40707,42543,13204,11791
28,1448,3879,6846,7734,42650,44630,12777,11794
28,1761,3980,6686,7717,39486,48871,14011,15417
29,1451,3899,6815,7722,39303,42659,12935,11715
28,1445,4052,6864,7780,43822,42145,12961,11617
28,1445,3959,6816,7478,41030,49081,12817,11376
29,1436,3762,6254,7534,40133,43061,13103,11860
28,1446,4018,6696,7498,43656,41914,10628,11616
28,1444,3794,6785,7557,39671,46274,12581,11385
28,1429,3774,6801,7302,39560,43788,12669,11561
29,1751,4101,6247,7650,44573,44911,12165,12432
28,1445,3730,6840,7402,41665,44610,10919,11528
28,1453,4043,6315,7749,39180,41081,12917,11137
27,1425,3816,6766,7525,43998,52119,16966,12181
28,1442,3924,6161,7620,43444,41373,13034,11255
28,1434,3965,6817,7438,41587,44893,12914,11605
28,1442,3724,6823,7598,43307,48703,11937,12652
28,1452,3877,6783,7605,39376,43798,12183,16421
28,1745,3965,6052,7725,42944,44457,12487,12502
29,1447,3824,6752,7544,41366,49890,12520,11355
29,1434,3971,6663,7488,40191,47247,12481,11709
28,1438,3941,6752,7361,46456,46897,12530,10976
29,1438,3760,6638,7454,40257,50575,12331,12169
28,1434,3983,6922,7534,41596,47563,12961,11255
28,1432,3847,6794,7618,42935,45656,12346,11460
28,1439,3740,6793,7689,39922,46421,11293,11494
29,1759,4078,6088,7617,38753,42933,13113,12179
28,1444,3652,6923,7587,44792,42712,12530,12182
28,1435,4090,6685,7510,39334,47209,13356,11677
28,1431,3786,6891,7419,39228,42513,11168,11720
28,1435,3962,6215,7631,43505,42027,12773,11321
28,1446,4065,6827,7429,41298,46828,12493,11544
28,1431,3839,6780,7502,40684,42823,12910,11751
28,1420,3838,6744,7618,43189,46173,13477,14872
28,1771,3990,6164,7795,39166,44713,17068,11838
28,1443,3981,6697,7592,40033,42889,13165,11420
28,1452,3960,6651,7522,43414,48772,12646,11399
27,1437,4014,6699,7491,39912,46804,11812,11479
28,1431,3748,6234,7477,42165,43099,13090,11286
28,1431,3889,6827,7601,39765,45824,12960,11720
28,1434,3937,6802,7617,39312,42468,13054,11632
28,1429,3781,6420,7551,43242,43159,12985,11635
28,1755,4105,6739,7683,39552,48355,12184,11383
28,1439,3826,6888,7582,39711,42531,10824,11425
28,1439,4187,6715,7615,43608,41866,13005,11330
28,1427,3846,6712,7555,39850,46230,12336,12004
28,1451,3785,6803,7550,39575,44633,12769,11401
28,1431,4096,6739,7576,43792,41383,11310,11076
28,1429,3835,6852,7571,43303,46299,13038,14295
28,1444,3886,6628,7702,39657,42057,14202,11708
27,1760,4052,6599,7673,43447,44371,12741,11150
28,1436,3899,6862,7845,39773,46161,12600,11523
28,1448,4021,6818,7681,40002,42691,12969,11348
28,1434,3891,6850,7614,44500,44744,11682,11220
28,1428,3803,6438,7530,40572,45212,16231,11376
28,1453,4100,6685,7594,47449,42470,12391,11184
29,1426,3803,6722,7434,46891,44462,12753,11107
29,1436,3794,6855,7544,41750,43710,11801,11392
28,1756,4101,6100,7517,44738,45283,12223,11817
28,1437,3844,6717,7377,45073,46452,14579,11628
28,1435,4074,6779,7602,45374,41870,12372,11750
28,1451,3758,6688,7595,47513,42604,10743,11585
29,1436,3844,6701,7580,43073,48226,16210,11567
28,1443,4125,6732,7655,44150,42995,14315,11752
28,1438,3751,6787,7401,48916,42397,12106,15085
29,1460,3884,6789,7525,44006,46393,11216,11239
28,1760,3960,6063,7679,47153,45684,13484,11455
29,1442,3735,6824,7392,48308,42588,12436,11434
28,1444,4021,6776,7505,44584,45957,12659,11248
28,1430,3809,6793,7542,45363,42838,13255,12380
29,1466,3904,6263,7736,44195,47667,13292,11468
30,1437,4030,6866,7794,44712,45940,13236,11673
29,1455,3875,6837,7520,40402,42342,12620,11298
29,1434,3798,6794,7801,45786,46198,13413,11638
27,1730,4133,6087,7673,43395,43672,12023,11950
27,1455,3799,6840,7627,43123,43125,16130,11266
27,1443,4097,6816,7433,42055,46281,12560,11474
29,1421,3864,6219,7533,40910,43696,14019,12016
30,1438,3790,6199,7518,43676,45532,13946,11378
28,1435,4105,6739,7686,44656,45381,10697,14374
28,1438,3792,6742,7714,42588,41684,13119,11260
28,1436,3839,6595,7460,43758,42428,12412,11082
27,1784,4070,6662,7600,39225,48574,12225,11805
29,1451,3887,6716,7575,40542,41138,10813,11410
28,1451,4065,6794,7575,45267,41636,12710,11246
28,1432,3774,6776,7482,39681,45390,12072,11582
28,1454,3826,6272,7498,43806,43926,12303,11278
28,1430,3982,6870,7676,42362,41447,12349,11630
